input_origin,input_extrapolation,output,len,bins,pred,total-tokens,prompt-tokens,completion-tokens
"Повтори слово «собака» 4 раза, но на полпути также скажи «гав»","Повтори слово «собака» 20 раза, но на полпути также скажи «гав»",собака собака собака собака собака собака собака собака собака собака гав собака собака собака собака собака собака собака собака собака собака,20,17~25,Выход: собака собака собака собака собака собака собака собака собака собака собака гав собака собака собака собака собака собака собака собака собака собака,47,93,140
Повторите фразу «административный район» 3 раза и после второго раза произнесите фразу «привет мир»,Повторите фразу «административный район» 21 раза и после второго раза произнесите фразу «привет мир»,административный район административный район привет мир административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район,21,17~25,Выход: административный район административный район привет мир административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район,167,100,267
Повторите «весь мир» 7 раз и после каждого второго раза добавляйте «это сцена»,Повторите «весь мир» 23 раз и после каждого второго раза добавляйте «это сцена»,весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир,23,17~25,"Выход: 
весь мир 
весь мир 
это сцена 
весь мир 
весь мир 
это сцена 
весь мир 
весь мир 
это сцена 
весь мир 
весь мир 
это сцена 
весь мир 
весь мир 
это сцена 
весь мир 
весь мир 
это сцена 
весь мир 
весь мир 
это сцена 
весь мир 
весь мир 
это сцена 
весь мир 
весь мир 
это сцена 
весь мир 
весь мир 
это сцена",143,94,237
"Скажите «привет мир» 5 раз, но не говорите «мир» каждый четный раз","Скажите «привет мир» 18 раз, но не говорите «мир» каждый четный раз",привет мир привет привет мир привет привет мир привет привет мир привет привет мир привет привет мир привет привет мир привет привет мир привет привет мир привет,18,17~25,Выход: привет мир привет привет мир привет привет мир привет привет мир привет привет мир привет привет мир привет привет мир привет привет мир привет привет мир,46,91,137
Повторите фразу «административный район» 3 раза и после второго раза произнесите фразу «привет мир»,Повторите фразу «административный район» 18 раза и после второго раза произнесите фразу «привет мир»,административный район административный район привет мир административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район,18,17~25,Выход: административный район административный район привет мир административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район административный район,139,100,239
Повтори 5 раз «привет мир»,Повтори 19 раз «привет мир»,привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир,19,17~25,Выход: привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир,57,79,136
"вывести дни недели, но только выходные дни, 2 раза","вывести дни недели, но только выходные дни, 17 раза",Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье Суббота Воскресенье,17,17~25,Выход: суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье суббота воскресенье,91,83,174
Повтори 5 раз «привет мир»,Повтори 18 раз «привет мир»,привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир,18,17~25,Выход: привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир,54,79,133
Повторите «кошка» 5 раз. После каждого раза также произносите «мышь»,Повторите «кошка» 19 раз. После каждого раза также произносите «мышь»,кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь,19,17~25,Выход: кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь кошка мышь,63,90,153
Повторите «целую ноту четвертную ноту четвертную ноту четвертную ноту» 2 раз,Повторите «целую ноту четвертную ноту четвертную ноту четвертную ноту» 21 раз,целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту четвертную ноту,21,17~25,Выход: целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту целую ноту четвертную ноту четвертную ноту цел,3714,95,3809
В арбузе 7 семян. Повторите «Они вкусные» один раз для каждого семечка,В арбузе 22 семян. Повторите «Они вкусные» один раз для каждого семечка,Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные,22,17~25,Выход: Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные,78,93,171
Повтори 5 раз «привет мир»,Повтори 22 раз «привет мир»,привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир,22,17~25,Выход: привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир,63,79,142
В арбузе 7 семян. Повторите «Они вкусные» один раз для каждого семечка,В арбузе 20 семян. Повторите «Они вкусные» один раз для каждого семечка,Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные,20,17~25,Выход: Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные,69,93,162
В арбузе 7 семян. Повторите «Они вкусные» один раз для каждого семечка,В арбузе 21 семян. Повторите «Они вкусные» один раз для каждого семечка,Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные,21,17~25,Выход: Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные Они вкусные,75,93,168
Повторите «весь мир» 7 раз и после каждого второго раза добавляйте «это сцена»,Повторите «весь мир» 24 раз и после каждого второго раза добавляйте «это сцена»,весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена,24,17~25,"Выход: 
весь мир весь мир это сцена
весь мир весь мир это сцена
весь мир весь мир это сцена
весь мир весь мир это сцена
весь мир весь мир это сцена
весь мир весь мир это сцена
весь мир весь мир это сцена
весь мир весь мир это сцена
весь мир весь мир это сцена
весь мир весь мир это сцена
весь мир весь мир это сцена
весь мир весь мир это сцена
весь мир весь мир это сцена",133,94,227
"Скажите «голодный» 3 раза, затем два раза «бегемот», затем четыре раза «накорми меня»","Скажите «голодный» 22 раза, затем два раза «бегемот», затем четыре раза «накорми меня»",голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный бегемот бегемот накорми меня накорми меня накорми меня накорми меня,22,17~25,Выход: голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный голодный бегемот бегемот накорми меня накорми меня накорми меня накорми меня,69,98,167
Повтори 5 раз «привет мир»,Повтори 21 раз «привет мир»,привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир,21,17~25,Выход: привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир привет мир,60,79,139
Повторите «весь мир» 7 раз и после каждого второго раза добавляйте «это сцена»,Повторите «весь мир» 18 раз и после каждого второго раза добавляйте «это сцена»,весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена,18,17~25,Выход: весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена весь мир весь мир это сцена,67,94,161
