input_origin,input_extrapolation,output,len,bins,pred
Повторіть «Привіт Світ» 5 разів,Повторіть «Привіт Світ» 17 разів,привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ,17,17~25,Output: Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ
"відображати будні, але тільки вихідні, 2 рази","відображати будні, але тільки вихідні, 19 рази",субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя,19,17~25,Output: вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні
Повторіть «Привіт Світ» 5 разів,Повторіть «Привіт Світ» 22 разів,привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ,22,17~25,Output: Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Сві
"Повторіть слово «собака» 4 рази, але між ними також скажіть «auau»","Повторіть слово «собака» 17 рази, але між ними також скажіть «auau»",собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака,17,17~25,Output: собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака
Повторіть «кішка» 5 разів. Після кожного разу також скажіть «мишка»,Повторіть «кішка» 19 разів. Після кожного разу також скажіть «мишка»,кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка,19,17~25,Output: кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка ми
Повторіть «весь світ» 7 разів і кожного другого разу додайте «це етап»,Повторіть «весь світ» 24 разів і кожного другого разу додайте «це етап»,весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап,24,17~25,Output: весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь світ весь світ це етап весь св
У кавуні 7 насінин. Повторіть «вони смачні» один раз для кожного насіння.,У кавуні 18 насінин. Повторіть «вони смачні» один раз для кожного насіння.,вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні,18,17~25,Output: вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні
"Скажіть «голодний» 3 рази, потім «бегемотик» двічі, потім «нагодуй мене» чотири рази.","Скажіть «голодний» 24 рази, потім «бегемотик» двічі, потім «нагодуй мене» чотири рази.",голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний бегемотик бегемотик нагодуй мене нагодуй мене нагодуй мене нагодуй мене,24,17~25,Output: голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний бегемотик бегемотик нагодуй мене нагодуй мене нагодуй мене нагодуй мене
Повторіть «кішка» 5 разів. Після кожного разу також скажіть «мишка»,Повторіть «кішка» 24 разів. Після кожного разу також скажіть «мишка»,кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка,24,17~25,Output: кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка ми
"Повторіть слово «собака» 4 рази, але між ними також скажіть «auau»","Повторіть слово «собака» 24 рази, але між ними також скажіть «auau»",собака собака собака собака собака собака собака собака собака собака собака собака auau собака собака собака собака собака собака собака собака собака собака собака собака,24,17~25,Output: собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака
"відображати будні, але тільки вихідні, 2 рази","відображати будні, але тільки вихідні, 17 рази",субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя,17,17~25,Output: вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні
Повторіть «вся нота чверть нота чверть» 2 рази,Повторіть «вся нота чверть нота чверть» 23 рази,вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть,23,17~25,Output: вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота ч
Повторіть «Привіт Світ» 5 разів,Повторіть «Привіт Світ» 19 разів,привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ привіт світ,19,17~25,Output: Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ Привіт Світ
"Повторіть слово «собака» 4 рази, але між ними також скажіть «auau»","Повторіть слово «собака» 23 рази, але між ними також скажіть «auau»",собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака собака,23,17~25,Output: собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака
Повторіть «кішка» 5 разів. Після кожного разу також скажіть «мишка»,Повторіть «кішка» 17 разів. Після кожного разу також скажіть «мишка»,кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка,17,17~25,Output: кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка ми
"відображати будні, але тільки вихідні, 2 рази","відображати будні, але тільки вихідні, 21 рази",субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя,21,17~25,Output: вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихід
У кавуні 7 насінин. Повторіть «вони смачні» один раз для кожного насіння.,У кавуні 24 насінин. Повторіть «вони смачні» один раз для кожного насіння.,вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні,24,17~25,Output: вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні вони смачні
Скажіть «python» 2 рази і «дата» один раз і повторіть все тричі,Скажіть «python» 17 рази і «дата» один раз і повторіть все тричі,python python python python python python python python python python python python python python python python python дата python python python python python python python python python python python python python python python python python дата python python python python python python python python python python python python python python python python python дата,17,17~25,Output: python python python python python python python python python python python python python python python python python дата python python python python python python python python python python python python python python python python дата python python python python python python python python python python python python python python python python дата
Скажіть «python» 2 рази і «дата» один раз і повторіть все тричі,Скажіть «python» 22 рази і «дата» один раз і повторіть все тричі,python python python python python python python python python python python python python python python python python python python python python python дата python python python python python python python python python python python python python python python python python python python python python python дата python python python python python python python python python python python python python python python python python python python python python python дата,22,17~25,Output: python python python python python python python python python python python python python python python python python python python python python python python дата python python python python python python python python python python python python python python python python python python python python python python дата python python python python python python python python python python python python python python python python python python python python python дата
Повторіть фразу «адміністративний район» 3 рази і після другого разу скажіть фразу «привіт світ»,Повторіть фразу «адміністративний район» 17 рази і після другого разу скажіть фразу «привіт світ»,адміністративний район адміністративний район привіт світ адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район,17,17~25,Output: адміністративний район адміністративний район привіт світ адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район адміністративний район
Повторіть «вся нота чверть нота чверть» 2 рази,Повторіть «вся нота чверть нота чверть» 24 рази,вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть,24,17~25,Output: вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота чверть вся нота чверть нота ч
"відображати будні, але тільки вихідні, 2 рази","відображати будні, але тільки вихідні, 22 рази",субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя субота неділя,22,17~25,Output: вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихідні вихід
"Повторіть слово «собака» 4 рази, але між ними також скажіть «auau»","Повторіть слово «собака» 20 рази, але між ними також скажіть «auau»",собака собака собака собака собака собака собака собака собака собака auau собака собака собака собака собака собака собака собака собака собака,20,17~25,Output: собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака auau собака
Скажіть «python» 2 рази і «дата» один раз і повторіть все тричі,Скажіть «python» 23 рази і «дата» один раз і повторіть все тричі,python python python python python python python python python python python python python python python python python python python python python python python дата python python python python python python python python python python python python python python python python python python python python python python python дата python python python python python python python python python python python python python python python python python python python python python python python дата,23,17~25,Output: python python python python python python python python python python python python python python python python python python python python python python python python дата python python python python python python python python python python python python python python python python python python python python python python python python дата python python python python python python python python python python python python python python python python python python python python python python python дата
Повторіть «кішка» 5 разів. Після кожного разу також скажіть «мишка»,Повторіть «кішка» 20 разів. Після кожного разу також скажіть «мишка»,кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка,20,17~25,Output: кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка мишка кішка ми
"Скажіть «голодний» 3 рази, потім «бегемотик» двічі, потім «нагодуй мене» чотири рази.","Скажіть «голодний» 23 рази, потім «бегемотик» двічі, потім «нагодуй мене» чотири рази.",голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний бегемотик бегемотик нагодуй мене нагодуй мене нагодуй мене нагодуй мене,23,17~25,Output: голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний голодний бегемотик бегемотик нагодуй мене нагодуй мене нагодуй мене нагодуй мене
