input,out,len,bins,pred
Luciana Paulo Amanda Luis Luciana Rafael Lucas Pedro Leticia Mariana Jose Bruno Adriana Adriana Luis Aline Paulo Paulo Patricia Mariana Vanessa Antonio Camila Eduardo Juliana Aline Daniel,a o a s a l s o a a e o a a s e o o a a a o a o a e l,27,22~30,Output: a o a s a l s o a a e o a a s e o o a a a o a o a a a l
Marcelo Leticia Jessica Joao Fernanda Antonio Paulo Jose Maria Leticia Rafael Julia Jessica Bruna Mariana Luciana Aline Mariana Luciana Marcos Bruno Mariana Francisca Aline,o a a o a o o e a a l a a a a a e a a s o a a e,24,22~30,Output: o a a o a o o e a a l a a a a a a s o a a e a
Bruna Amanda Mariana Vanessa Fernanda Julia Joao Marcia Marcia Luiz Antonio Rafael Daniel Maria Ana Marcia Antonia Luiz Antonia Bruno Leticia Marcia,a a a a a a o a a z o l l a a a a z a o a a,22,22~30,Output: a a a a a a o a a z o l l a a a a z a o a a a
Camila Francisco Camila Luciana Antonio Fernanda Marcos Camila Fernanda Francisca Camila Joao Juliana Antonia Gabriel Camila Gabriel Antonio Gabriel Eduardo Carlos Francisca Camila Camila Fernanda Daniel Joao Mariana Leticia,a o a a o a s a a a a o a a l a l o l o s a a a a l o a a,29,22~30,Output: a o a a o a s a a a a o a a l a a o l o s a a a a l o a a
Marcos Luiz Daniel Julia Francisca Mariana Gabriel Mariana Aline Luis Antonia Camila Ana Gabriel Luiz Leticia Gabriel Amanda Luiz Juliana Rafael Antonia Marcelo Marcos,s z l a a a l a e s a a a l z a l a z a l a o s,24,22~30,Output: s z l a a a l a e s a a a l z a l a z a l o s
Sandra Jose Luis Julia Aline Luis Fernanda Maria Lucas Fernanda Julia Paulo Mariana Marcos Joao Camila Julia Leticia Patricia Camila Antonia Maria Lucas Marcelo Pedro Antonio,a e s a e s a a s a a o a s o a a a a a a a s o o o,26,22~30,Output: a e s a e s a a s a a o a s o o a a a a a a a o o o
Paulo Marcia Francisco Gabriel Lucas Julia Amanda Luiz Ana Luciana Luiz Julia Aline Francisca Gabriel Maria Rafael Fernanda Mariana Julia Eduardo Antonio Juliana,o a o l s a a z a a z a e a l a l a a a o o a,23,22~30,Output: o a o l s a a z a a z a e a l a l a a a o a a
Vanessa Jessica Luis Luciana Bruna Patricia Patricia Gabriel Vanessa Jose Adriana Ana Adriana Eduardo Jose Juliana Francisco Julia Eduardo Ana Antonio Patricia Juliana Adriana,a a s a a a a l a e a a a o e a o a o a o a a a,24,22~30,Output: a a s a a a a l a e a a a o e a a o a a o a a a a
Mariana Marcelo Fernanda Luiz Francisca Mariana Julia Amanda Vanessa Bruna Camila Antonio Amanda Leticia Antonia Marcos Gabriel Fernanda Francisca Mariana Marcos Luiz Joao Joao Maria Leticia Sandra Fernanda,a o a z a a a a a a a o a a a s l a a a s z o o a a a a,28,22~30,Output: a o a z a a a a a a a o a a a o s l a a a s z o o a a a a a
Vanessa Fernanda Ana Aline Mariana Juliana Leticia Francisca Antonio Antonia Marcia Marcelo Marcos Lucas Daniel Fernanda Patricia Antonia Juliana Pedro Joao Camila Antonia Jose Bruno Carlos,a a a e a a a a o a a o s s l a a a a o o a a e o s,26,22~30,Output: a a a e a a a a o a a o s s l a a a a o o a a e o s
Gabriel Luciana Vanessa Mariana Daniel Bruno Amanda Jessica Fernanda Amanda Antonio Francisca Marcia Leticia Luciana Pedro Aline Aline Antonia Juliana Jessica Rafael Lucas Julia Lucas,l a a a l o a a a a o a a a a o e e a a a l s a s,25,22~30,Output: l a a a l o a a a a a a a a a o e e a a a l a a s a s
Carlos Juliana Maria Bruna Pedro Julia Jessica Lucas Maria Bruno Antonia Aline Daniel Ana Rafael Paulo Antonio Joao Patricia Gabriel Fernanda Marcelo Maria Luis Julia Vanessa Paulo,s a a a o a a s a o a e l a l o o o a l a o a s a a o,27,22~30,Output: s a a a o a a s a o a e l a l o o o a l a o a s a a o
Maria Marcelo Fernanda Amanda Bruna Eduardo Marcos Jose Marcia Joao Eduardo Eduardo Eduardo Luis Mariana Camila Camila Lucas Marcelo Marcelo Patricia Antonio Ana Rafael Adriana Gabriel,a o a a a o s e a o o o o s a a a s o o a o a l a l,26,22~30,Output: a o a a a o s e a o o o o s a a a s o o a o a l a l
Patricia Marcia Amanda Daniel Vanessa Sandra Sandra Amanda Pedro Francisca Francisco Marcelo Ana Francisco Pedro Gabriel Marcia Sandra Adriana Marcelo Marcia Joao Marcelo Bruna Luiz Fernanda Bruna,a a a l a a a a o a o o a o o l a a a o a o o a z a a,27,22~30,Output: a a a l a a a a o a o o a o o l a a o a o o a z a a
Maria Juliana Joao Jessica Marcos Rafael Sandra Juliana Pedro Luis Vanessa Jessica Julia Antonia Marcia Mariana Sandra Aline Fernanda Sandra Eduardo Francisco Luis Jessica Antonio,a a o a s l a a o s a a a a a a a e a a o o s a o,25,22~30,Output: a a o a s l a a o s a a a a a a a a a o o s a o
Jessica Lucas Juliana Joao Marcia Antonio Francisco Luciana Rafael Patricia Ana Amanda Carlos Camila Sandra Francisco Maria Bruno Amanda Marcelo Daniel Antonia Vanessa,a s a o a o o a l a a a s a a o a o a o l a a,23,22~30,Output: a s a o a o o a l a a a s a o a o a a a o l a a
Luis Aline Maria Carlos Vanessa Jessica Adriana Francisca Paulo Joao Marcelo Pedro Fernanda Jessica Amanda Bruno Fernanda Patricia Patricia Camila Joao Luciana Jose Fernanda Lucas,s e a s a a a a o o o o a a a o a a a a o a e a s,25,22~30,Output: s e a s a a a a o o o o a a a o a a a o a e a a s
Adriana Marcos Luis Amanda Luiz Francisca Francisco Francisco Patricia Rafael Amanda Daniel Luiz Aline Pedro Luis Fernanda Leticia Adriana Leticia Fernanda Vanessa Patricia Ana Vanessa Fernanda Vanessa Marcos Vanessa,a s s a z a o o a l a l z e o s a a a a a a a a a a a s a,29,22~30,Output: a s s a z a o o a l a l z e o s a a a a a a a a s a
Fernanda Antonia Luis Amanda Fernanda Ana Sandra Luciana Jose Francisco Amanda Fernanda Marcos Antonio Luis Aline Luis Julia Leticia Juliana Leticia Leticia Paulo Marcos Maria Joao,a a s a a a a a e o a a s o s e s a a a a a o s a o,26,22~30,Output: a a s a a a a a e o a a s o s e s a a a o s a o
Fernanda Francisca Sandra Juliana Pedro Paulo Aline Sandra Francisco Amanda Carlos Rafael Amanda Ana Bruno Aline Adriana Bruno Joao Marcos Rafael Luiz Jose Luis,a a a a o o e a o a s l a a o e a o o s l z e s,24,22~30,Output: a a a a o o e a o a s l a a o e a o o o s l z e s
Daniel Leticia Gabriel Paulo Aline Antonio Bruno Ana Aline Aline Rafael Vanessa Camila Francisca Carlos Jessica Patricia Sandra Gabriel Jessica Antonio Leticia Carlos Ana Joao Vanessa Rafael Francisco,l a l o e o o a e e l a a a s a a a l a o a s a o a l o,28,22~30,Output: l a l o e o o a e e l a a a s a a a l a o a s a o a l o
Mariana Maria Francisco Antonio Aline Ana Patricia Amanda Antonio Eduardo Fernanda Leticia Joao Sandra Pedro Francisca Rafael Jessica Marcia Leticia Jessica Bruna Paulo Bruna Jose Carlos Francisco Francisca,a a o o e a a a o o a a o a o a l a a a a a o a e s o a,28,22~30,Output: a a o o e a a a o o a a o a o a l a a a a a o a o s o o a
Amanda Amanda Joao Pedro Francisco Bruna Mariana Mariana Bruna Antonia Paulo Daniel Lucas Camila Paulo Marcia Luciana Carlos Luciana Sandra Marcelo Paulo Rafael Mariana Jose,a a o o o a a a a a o l s a o a a s a a o o l a e,25,22~30,Output: a a o o o a a a a a o l s a a a s a a o o l a e
Eduardo Juliana Jessica Gabriel Lucas Luiz Joao Joao Ana Lucas Paulo Lucas Leticia Camila Francisco Luiz Luciana Aline Amanda Bruna Pedro Carlos Vanessa Vanessa Luciana Francisca Fernanda,o a a l s z o o a s o s a a o z a e a a o s a a a a a,27,22~30,Output: o a a l s z o o a s o s a a o z a e a a o s a a a a a a
Jose Luiz Jose Luciana Marcelo Camila Francisco Marcia Marcos Julia Bruna Joao Paulo Vanessa Antonio Paulo Pedro Mariana Joao Patricia Ana Pedro Patricia,e z e a o a o a s a a o o a o o o a o a a o a,23,22~30,Output: e z e a o a o a s a a o o a o o o a o a a o a
Luciana Camila Jessica Luiz Sandra Sandra Sandra Marcia Bruno Bruno Julia Fernanda Luciana Leticia Luciana Paulo Joao Julia Jessica Patricia Luciana Luis Antonia Sandra Jessica Fernanda Juliana Adriana,a a a z a a a a o o a a a a a o o a a a a s a a a a a a,28,22~30,Output: a a a z a a a a o o a a a a a o o a a a a a a a a a a a a a
Rafael Paulo Marcia Patricia Luis Rafael Fernanda Bruna Amanda Marcelo Aline Marcia Gabriel Antonio Leticia Marcos Julia Leticia Antonia Sandra Paulo Julia Vanessa Lucas Aline,l o a a s l a a a o e a l o a s a a a a o a a s e,25,22~30,Output: l o a a s l a a a o e a l l o a s a a a o a a s e
Adriana Vanessa Julia Pedro Bruno Amanda Mariana Marcos Camila Luciana Marcos Marcos Ana Mariana Bruno Marcia Leticia Ana Francisca Gabriel Juliana Carlos Ana Sandra Bruna,a a a o o a a s a a s s a a o a a a a l a s a a a,25,22~30,Output: a a a o o a a s a a s s a a o a a a a l a a a a a
Pedro Marcos Pedro Carlos Vanessa Daniel Pedro Sandra Luis Adriana Eduardo Sandra Adriana Marcelo Luiz Luis Rafael Jessica Antonio Gabriel Francisca Aline Antonio Sandra,o s o s a l o a s a o a a o z s l a o l a e o a,24,22~30,Output: o s o s a l o a s a o a a o z s l a a o l e o a a a
Marcia Patricia Joao Daniel Luiz Ana Gabriel Luciana Sandra Luiz Bruno Camila Maria Leticia Marcos Marcia Maria Sandra Carlos Patricia Lucas Patricia Eduardo Joao Antonio Lucas Aline Julia Marcia,a a o l z a l a a z o a a a s a a a s a s a o o o s e a a,29,22~30,Output: a a o l z a l a a z o a a a s a a a s a a s a o o s e a a a
Marcelo Amanda Lucas Jessica Marcia Ana Paulo Vanessa Camila Carlos Leticia Bruna Antonio Antonio Eduardo Juliana Jessica Antonia Marcos Julia Carlos Carlos Joao Luis Bruna Ana Luciana Fernanda Sandra,o a s a a a o a a s a a o o o a a a s a s s o s a a a a a,29,22~30,Output: o a s a a a o a a s a a o o o a a a o a s s o a a a a a a a
Carlos Aline Vanessa Joao Luiz Francisco Gabriel Carlos Luiz Bruna Mariana Marcelo Francisca Gabriel Eduardo Eduardo Maria Francisca Lucas Maria Rafael Maria Marcelo,s e a o z o l s z a a o a l o o a a s a l a o,23,22~30,Output: s e a o z o l s z a a o a l o o a a s a l a a o
Marcia Francisco Joao Marcia Gabriel Joao Adriana Pedro Marcos Fernanda Paulo Juliana Daniel Maria Mariana Daniel Rafael Camila Maria Mariana Amanda Aline Fernanda,a o o a l o a o s a o a l a a l l a a a a e a,23,22~30,Output: a o o a l o a o s a o a l a a a l a a a a a a a a a a
Gabriel Luis Pedro Luciana Adriana Joao Joao Vanessa Marcelo Bruno Luis Leticia Aline Paulo Ana Gabriel Aline Vanessa Camila Fernanda Bruno Vanessa Amanda Ana Antonia Patricia Ana Marcelo,l s o a a o o a o o s a e o a l e a a a o a a a a a a o,28,22~30,Output: l s o a a o o a o o s a e o a a l e a a a o a a a a o
Bruno Marcos Bruna Joao Patricia Antonia Antonio Jessica Luciana Francisca Sandra Patricia Antonia Maria Luis Fernanda Marcos Marcos Jose Patricia Luis Fernanda Gabriel Leticia,o s a o a a o a a a a a a a s a s s e a s a l a,24,22~30,Output: o s a o a a o a a a a a a a s a s s e a s a l a
Sandra Luis Marcos Gabriel Vanessa Amanda Fernanda Bruno Jose Pedro Antonio Francisco Rafael Patricia Jose Marcia Ana Fernanda Jessica Antonio Aline Amanda Julia Maria Jose Francisco Patricia Julia,a s s l a a a o e o o o l a e a a a a o e a a a e o a a,28,22~30,Output: a s s l a a a o e o o o l a e a a a a a o a e a a a e o a a
Bruna Rafael Maria Bruna Luiz Juliana Jose Jose Ana Sandra Camila Jessica Ana Lucas Aline Julia Joao Carlos Marcos Adriana Paulo Daniel Rafael Luiz Rafael,a l a a z a e e a a a a a s e a o s s a o l l z l,25,22~30,Output: a l a a z a e e a a a a a s e a o s s a o l l z l
Jessica Vanessa Bruno Patricia Rafael Sandra Maria Eduardo Lucas Bruno Paulo Francisca Paulo Bruna Marcelo Paulo Joao Gabriel Francisco Camila Julia Lucas Maria Vanessa Jose Daniel Pedro Patricia Francisca,a a o a l a a o s o o a o a o o o l o a a s a a e l o a a,29,22~30,Output: a a o a l a a o s o o a o a o o o l o a a s a a e l a a
Jose Daniel Camila Paulo Daniel Juliana Patricia Mariana Gabriel Aline Luis Marcelo Ana Aline Carlos Lucas Aline Julia Francisco Camila Jessica Jessica,e l a o l a a a l e s o a e s s e a o a a a,22,22~30,Output: e l a o l a a a l e s o a e s s e a o a a a a
Pedro Jose Bruna Marcos Vanessa Francisco Maria Francisca Jose Jose Marcos Luis Maria Joao Jose Bruna Vanessa Maria Juliana Julia Luis Gabriel Francisca Carlos,o e a s a o a a e e s s a o e a a a a a s l a s,24,22~30,Output: o e a s a o a a e e s s a o e a a a a a s a a s
Pedro Maria Bruno Luis Leticia Gabriel Luciana Adriana Adriana Sandra Bruna Aline Vanessa Ana Sandra Francisco Eduardo Marcelo Joao Adriana Carlos Marcelo Marcelo Francisco Julia,o a o s a l a a a a a e a a a o o o o a s o o o a,25,22~30,Output: o a o s a l a a a a e a a a a o o o o a o o o o a
Adriana Bruna Luis Paulo Julia Francisco Juliana Paulo Bruno Juliana Gabriel Joao Bruno Maria Sandra Pedro Antonio Adriana Vanessa Camila Pedro Rafael Julia Mariana Marcos Luis Ana Eduardo Marcelo,a a s o a o a o o a l o o a a o o a a a o l a a s s a o o,29,22~30,Output: a a s o a o a o o a l o o a a o o a a a o a a a s a o o
Maria Marcelo Mariana Luciana Eduardo Maria Vanessa Mariana Sandra Rafael Lucas Mariana Daniel Joao Marcos Maria Antonia Sandra Luiz Marcelo Camila Ana Amanda Antonia Antonia Rafael Marcelo Marcelo Marcos,a o a a o a a a a l s a l o s a a a z o a a a a a l o o s,29,22~30,Output: a o a a o a a a a l s a l o o s a a a z o a a a a a l o o s
Antonio Ana Bruno Patricia Camila Fernanda Daniel Mariana Luiz Maria Marcelo Sandra Bruno Rafael Marcos Pedro Joao Aline Fernanda Carlos Adriana Jessica Luis Luis Patricia Marcelo Jose Joao,o a o a a a l a z a o a o l s o o e a s a a s s a o e o,28,22~30,Output: o a o a a a l a z a o a o l s o o e a s a a a s s a o e o
Marcos Eduardo Bruna Maria Juliana Patricia Paulo Adriana Lucas Gabriel Lucas Julia Paulo Luciana Marcos Marcelo Aline Fernanda Adriana Lucas Jessica Juliana Ana,s o a a a a o a s l s a o a s o e a a s a a a,23,22~30,Output: s o a a a a o a s l s a o a o e a a s a a a
Lucas Francisco Juliana Patricia Marcia Pedro Ana Luis Juliana Jessica Joao Francisco Marcelo Sandra Jose Jose Bruno Bruno Sandra Marcelo Adriana Sandra Francisco Juliana Jessica Rafael Paulo Paulo Vanessa,s o a a a o a s a a o o o a e e o o a o a a o a a l o o a,29,22~30,Output: s o a a a o a s a a o o o a e e o o a o a a a a l o o a
Antonia Antonio Marcos Juliana Francisca Bruna Joao Maria Francisca Camila Sandra Eduardo Joao Marcos Maria Luciana Francisco Pedro Marcia Amanda Ana Marcia Julia Gabriel Juliana Bruno,a o s a a a o a a a a o o s a a o o a a a a a l a o,26,22~30,Output: a o s a a a o a a a a o o s a a o o a a a a a l a a o
Jose Camila Carlos Lucas Bruno Marcelo Adriana Francisco Camila Carlos Jessica Antonio Adriana Bruno Bruno Juliana Luiz Francisco Amanda Jessica Adriana Marcos Juliana Luiz Marcelo Luciana Carlos,e a s s o o a o a s a o a o o a z o a a a s a z o a s,27,22~30,Output: e a s s o o a o a s a o a o o a z o a a a a s a z o a s
Bruna Patricia Luiz Mariana Luis Luis Gabriel Eduardo Bruno Jose Lucas Rafael Patricia Sandra Daniel Vanessa Aline Camila Paulo Marcelo Adriana Gabriel,a a z a s s l o o e s l a a l a e a o o a l,22,22~30,Output: a a z a s s l o o e s l a a l a e a o o a l
Rafael Pedro Bruno Camila Gabriel Marcia Vanessa Leticia Patricia Francisca Daniel Sandra Ana Marcos Francisca Joao Lucas Camila Francisco Bruno Julia Luciana Patricia Rafael,l o o a l a a a a a l a a s a o s a o o a a a l,24,22~30,Output: l o o a l a a a a l a a a s a o s a o o a a a l
Juliana Aline Rafael Juliana Sandra Bruno Lucas Juliana Vanessa Gabriel Jose Marcelo Jessica Gabriel Julia Francisco Camila Jessica Jessica Marcos Luis Camila Marcelo,a e l a a o s a a l e o a l a o a a a s s a o,23,22~30,Output: a e l a a o s a a l e o a a l a o a a a s s a o
Jessica Maria Ana Bruna Adriana Bruno Bruna Daniel Lucas Leticia Gabriel Francisco Francisca Luiz Aline Jessica Lucas Maria Francisco Luis Ana Fernanda Marcos Amanda Francisco,a a a a a o a l s a l o a z e a s a o s a a s a o,25,22~30,Output: a a a a a o a l s a l o a z e a s a o s a a o s o
Luiz Rafael Luis Luiz Bruna Juliana Juliana Maria Marcos Patricia Aline Bruno Rafael Luciana Juliana Sandra Pedro Paulo Luciana Joao Carlos Eduardo,z l s z a a a a s a e o l a a a o o a o s o,22,22~30,Output: z l s z a a a a s a e o l a a a o o a o s o
Lucas Lucas Marcelo Marcelo Bruna Luciana Luiz Eduardo Patricia Marcos Ana Aline Bruna Adriana Aline Luis Lucas Juliana Eduardo Lucas Patricia Bruno Maria Antonio Eduardo Carlos Camila Luiz Bruna,s s o o a a z o a s a e a a e s s a o s a o a o o s a z a,29,22~30,Output: s s o o a a z o a s a e a a e s s a o s a o a o o s a a
Eduardo Leticia Luciana Fernanda Vanessa Jose Carlos Luciana Aline Aline Juliana Gabriel Julia Eduardo Carlos Marcia Jose Pedro Luciana Vanessa Camila Juliana Julia Carlos Luis Antonia Eduardo,o a a a a e s a e e a l a o s a e o a a a a a s s a o,27,22~30,Output: o a a a a e s a e e a l a o s e o a a a a s a o
Marcelo Amanda Patricia Aline Francisco Francisca Lucas Luiz Rafael Francisca Aline Vanessa Fernanda Carlos Camila Francisco Eduardo Marcos Paulo Paulo Marcelo Antonio Pedro Aline Luciana Camila Gabriel Marcelo,o a a e o a s z l a e a a s a o o s o o o o o e a a l o,28,22~30,Output: o a a e o a s z l a e a a s a o o o o o o o o a a a a l o
Leticia Antonia Jessica Joao Francisco Julia Amanda Adriana Carlos Marcelo Jessica Sandra Fernanda Lucas Marcelo Pedro Luis Daniel Julia Maria Patricia Rafael Vanessa,a a a o o a a a s o a a a s o o s l a a a l a,23,22~30,Output: a a a o o a a a s o a a a s o o s l a a a l a
Antonio Luciana Francisco Julia Antonia Marcos Ana Bruno Rafael Marcos Gabriel Antonia Juliana Jose Paulo Bruna Rafael Amanda Francisco Julia Paulo Pedro Luciana Antonia Jessica Luciana Sandra,o a o a a s a o l s l a a e o a l a o a o o a a a a a,27,22~30,Output: o a o a a s a o l s l a e o a l a o a o o o a a a a a
Luis Marcos Joao Camila Juliana Bruno Francisco Leticia Luciana Gabriel Patricia Carlos Fernanda Paulo Francisco Leticia Jessica Sandra Ana Sandra Rafael Carlos Francisco,s s o a a o o a a l a s a o o a a a a a l s o,23,22~30,Output: s s o a a o o a a l a s o a o o a a a l s o
Jessica Daniel Joao Amanda Jose Patricia Gabriel Luis Pedro Eduardo Maria Gabriel Gabriel Fernanda Amanda Paulo Eduardo Jessica Julia Juliana Carlos Francisco Lucas Lucas Bruna Leticia Gabriel Marcelo,a l o a e a l s o o a l l a a o o a a a s o s s a a l o,28,22~30,Output: a l o a e a l s o o a l l a a o o a a a s o s s a a l o
Patricia Bruno Marcelo Fernanda Lucas Francisco Francisco Bruna Antonia Joao Adriana Adriana Sandra Sandra Juliana Antonio Maria Vanessa Luis Luciana Marcos Lucas Juliana Mariana Luis Vanessa,a o o a s o o a a o a a a a a o a a s a s s a a s a,26,22~30,Output: a o o a s o o a a o a a a a a o a a s s a s a a a a s a
Leticia Patricia Juliana Julia Luciana Marcos Sandra Francisco Aline Vanessa Bruno,a a a a a s a o e a o,11,8~15,Output: a a a a a s a o e a o
Patricia Jose Pedro Francisco Amanda Marcelo Marcia Rafael Gabriel Gabriel Pedro Francisca Francisco,a e o o a o a l l l o a o,13,8~15,Output: a e o o a o a l l l o a o
Leticia Aline Paulo Eduardo Luciana Ana Eduardo Daniel Antonia Amanda Mariana Lucas Luis Joao,a e o o a a o l a a a s s o,14,8~15,Output: a e o o a a o l a a a s s o
Jose Marcelo Marcia Gabriel Julia Ana Jessica Antonia Antonio,e o a l a a a a o,9,8~15,Output: e o a l a a a a o
Paulo Amanda Luciana Luiz Sandra Vanessa Luis Mariana Antonio Julia Vanessa Francisca Antonio,o a a z a a s a o a a a o,13,8~15,Output: o a a z a a s a o a a a o
Jose Gabriel Lucas Marcos Leticia Francisca Antonio Vanessa Luis Antonia Marcia Paulo Jessica Francisco,e l s s a a o a s a a o a o,14,8~15,Output: e l s s a a o a s a a o a o
Fernanda Paulo Juliana Luis Luis Jessica Lucas Pedro Maria Leticia Antonia Maria Francisco Antonio,a o a s s a s o a a a a o o,14,8~15,Output: a o a s s a s o a a a a o o
Carlos Luiz Amanda Luciana Luciana Rafael Rafael Marcia Carlos,s z a a a l l a s,9,8~15,Output: s z a a a l l a s
Paulo Pedro Fernanda Jessica Marcos Jose Mariana Ana Rafael Eduardo Francisco Sandra Mariana Julia,o o a a s e a a l o o a a a,14,8~15,Output: o o a a s e a a l o o a a a
Aline Luis Ana Luiz Marcia Amanda Jose Lucas Ana Leticia Camila Luis Antonio,e s a z a a e s a a a s o,13,8~15,Output: e s a z a a e s a a a s o
Maria Gabriel Amanda Joao Fernanda Pedro Camila Bruna Daniel Ana Rafael,a l a o a o a a l a l,11,8~15,Output: a l a o a o a a l a l
Marcelo Julia Maria Gabriel Pedro Mariana Mariana Luciana Paulo Joao Marcia,o a a l o a a a o o a,11,8~15,Output: o a a l o a a a o a
Lucas Juliana Jose Jessica Amanda Francisco Julia Joao Gabriel Marcia Gabriel Amanda Maria,s a e a a o a o l a l a a,13,8~15,Output: s a e a a o a o l a l a a
Juliana Carlos Fernanda Luciana Joao Luiz Gabriel Mariana Amanda Francisco Ana Aline,a s a a o z l a a o a e,12,8~15,Output: a s a a o z l a a o a e
Mariana Luiz Jose Fernanda Patricia Julia Francisco Eduardo Luis Marcos Rafael Eduardo Ana,a z e a a a o o s s l o a,13,8~15,Output: a z e a a a o o s s l o a
Aline Paulo Aline Vanessa Jessica Camila Paulo Jessica Mariana Pedro Luis Adriana Pedro,e o e a a a o a a o s a o,13,8~15,Output: e o e a a a o a a o s a o
Amanda Fernanda Luciana Pedro Sandra Gabriel Fernanda Jessica Maria Joao Vanessa,a a a o a l a a a o a,11,8~15,Output: a a a o a l a a a o a
Jose Sandra Eduardo Camila Antonio Francisco Marcia Bruno Luiz Juliana Marcia,e a o a o o a o z a a,11,8~15,Output: e a o a o o a o z a a
Fernanda Jessica Jose Daniel Bruna Amanda Bruna Ana Gabriel Patricia Adriana Jessica Amanda,a a e l a a a a l a a a a,13,8~15,Output: a a e l a a a a l a a a a
Juliana Mariana Francisco Fernanda Aline Francisco Marcos Mariana Maria Julia,a a o a e o s a a a,10,8~15,Output: a a o a e o s a a a
Francisca Juliana Amanda Jessica Marcos Jessica Paulo Leticia Antonia Marcos Patricia Bruno,a a a a s a o a a s a o,12,8~15,Output: a a a a s a o a a s a o
Fernanda Camila Sandra Bruno Patricia Lucas Adriana Luiz,a a a o a s a z,8,8~15,Output: a a a o a s a z
Ana Ana Luciana Camila Patricia Luciana Leticia Eduardo Luis Vanessa Antonia,a a a a a a a o s a a,11,8~15,Output: a a a a a a a o s a a
Marcelo Francisco Camila Marcia Vanessa Camila Bruno Paulo Mariana Marcelo Joao Marcos Luis,o o a a a a o o a o o s s,13,8~15,Output: o o a a a a o o a o o s s
Francisco Carlos Fernanda Joao Luciana Francisco Aline Antonia Jose Francisco,o s a o a o e a e o,10,8~15,Output: o s a o a o e a e o
Jose Joao Patricia Camila Joao Luciana Marcia Aline,e o a a o a a e,8,8~15,Output: e o a a o a a e
Bruno Antonia Pedro Julia Maria Aline Amanda Mariana Maria Jose Joao Maria Pedro Mariana,o a o a a e a a a e o a o a,14,8~15,Output: o a o a a e a a a e o a o a
Rafael Mariana Jose Gabriel Jessica Patricia Daniel Fernanda,l a e l a a l a,8,8~15,Output: l a e l a a l a
Eduardo Marcia Gabriel Bruna Luiz Bruna Bruno Aline Daniel Eduardo Bruno Daniel,o a l a z a o e l o o l,12,8~15,Output: o a l a z a o e l o o l
Daniel Vanessa Paulo Luis Aline Luiz Leticia Maria,l a o s e z a a,8,8~15,Output: l a o s e z a a
Daniel Gabriel Daniel Antonio Eduardo Antonio Sandra Juliana Vanessa,l l l o o o a a a,9,8~15,Output: l l l o o o a a a
Sandra Pedro Marcia Joao Joao Fernanda Marcia Fernanda,a o a o o a a a,8,8~15,Output: a o a o o a a a
Eduardo Francisca Sandra Fernanda Luiz Eduardo Francisca Marcos Paulo Sandra Aline Marcos Maria,o a a a z o a s o a e s a,13,8~15,Output: o a a a z o a s o a e s a
Francisca Joao Juliana Antonio Lucas Daniel Camila Camila Juliana Lucas Jessica Gabriel Daniel,a o a o s l a a a s a l l,13,8~15,Output: a o a o s l a a a s a l l
Francisco Gabriel Antonia Rafael Marcos Antonia Antonia Amanda Gabriel Lucas Lucas,o l a l s a a a l s s,11,8~15,Output: o l a l s a a a l s s
Mariana Paulo Mariana Antonia Jose Sandra Maria Francisco Luciana Fernanda Joao,a o a a e a a o a a o,11,8~15,Output: a o a a e a a o a a o
Ana Daniel Fernanda Lucas Mariana Ana Camila Patricia Luis Patricia Jose Marcia Adriana Gabriel,a l a s a a a a s a e a a l,14,8~15,Output: a l a s a a a a s a e a a l
Joao Adriana Julia Luis Rafael Gabriel Ana Luciana Bruno,o a a s l l a a o,9,8~15,Output: o a a s l l a a o
Ana Camila Vanessa Mariana Adriana Maria Eduardo Bruna Leticia Amanda Jessica,a a a a a a o a a a a,11,8~15,Output: a a a a a a o a a a a
Bruno Lucas Carlos Lucas Gabriel Antonio Julia Bruno Francisco Julia Adriana Bruna Ana,o s s s l o a o o a a a a,13,8~15,Output: o s s s l o a o o a a a a
Maria Amanda Mariana Rafael Sandra Leticia Pedro Mariana Paulo,a a a l a a o a o,9,8~15,Output: a a a l a a o a o
Francisca Rafael Rafael Amanda Bruna Luiz Juliana Vanessa Amanda Sandra Mariana Juliana Luis,a l l a a z a a a a a a s,13,8~15,Output: a l l a a z a a a a a a s
Francisco Antonio Adriana Fernanda Marcelo Amanda Luciana Carlos Francisco Jessica Sandra,o o a a o a a s o a a,11,8~15,Output: o o a a o a a s o a a
Rafael Eduardo Ana Patricia Maria Francisca Camila Antonio Antonia Marcos,l o a a a a a o a s,10,8~15,Output: l o a a a a a o a s
Paulo Eduardo Luiz Paulo Marcelo Luciana Maria Francisca Carlos Sandra Ana Adriana,o o z o o a a a s a a a,12,8~15,Output: o o z o o a a a s a a a
Amanda Francisco Ana Carlos Camila Marcia Juliana Luciana Mariana Fernanda Marcelo,a o a s a a a a a a o,11,8~15,Output: a o a s a a a a a a o
Adriana Carlos Pedro Bruna Eduardo Vanessa Jose Antonia Jose Adriana Antonia,a s o a o a e a e a a,11,8~15,Output: a s o a o a e a e a a
Aline Marcos Paulo Leticia Marcelo Paulo Luiz Marcelo,e s o a o o z o,8,8~15,Output: e s o a o o z o
Lucas Maria Joao Francisco Camila Gabriel Gabriel Camila Luiz Luiz Antonia Gabriel,s a o o a l l a z z a l,12,8~15,Output: s a o o a l l a z z a l
Marcia Vanessa Jose Francisca Luiz Rafael Julia Antonia Maria Gabriel Bruno Carlos,a a e a z l a a a l o s,12,8~15,Output: a a e a z l a a a l o s
