input,out,len,bins,pred,total-tokens,prompt-tokens,completion-tokens
васильева кузнецов анастасия элена серьгей ирина елена сергей ъирина сергей алексей попов смирнова ирина петров александр смирнова андрей ольга анна сeргей оьлга ирина андрей сeргей еленаъ,а в я а й а а й а й й в а а в р а й а а й а а й й ъ,26,22~30,Выход: а в а а й а а а в а а й а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,463,310,153
иванов анна иванов элена алексей олга алексей андрей анна олга смирнова петров смирнов сeргей иванов александр ъирина олга ъирина смирнов петрова анастасия элена ъирина петрова петров александръ сергейъ иванов,в а в а й а й й а а а в в й в р а а а в а я а а а в ъ ъ в,29,22~30,Выход: а а а а я а а а в а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,491,320,171
иванова еленаъ кузнецова олга кузнецов серьгей петрова элена ирина сергей анна васильева оьлга петрова дмиьтрий иванова петров сергейъ сергей васильева оьлга ольга,а ъ а а в й а а а й а а а а й а в ъ й а а а,22,22~30,Выход: а аъ а а й а а а й а а а а а а а а а,324,302,22
анна смирнова смирнов александр кузнецов дмитьрий елена петров серьгей смирнов дмитьрий петрова васильева александръ иванова дмитьрий ъирина иванов дмиьтрий кузнецов алексей олга ольга иванов андрей ъирина,а а в р в й а в й в й а а ъ а й а в й в й а а в й а,26,22~30,Выход: а а в р й й в а в а й а в а а й а в а а й а а а а а,346,317,29
сергейъ алексей александръ ольга серьгей олга дмиьтрий дмиьтрий кузнецова иванов александръ смирнов серьгей смирнова смирнова оьлга дмиьтрий иванов сергей петров смирнова кузнецов оьлга кузнецов анна дмитьрий,ъ й ъ а й а й й а в ъ в й а а а й в й в а в а в а й,26,22~30,Выход: ъ й ръ а а й а в а а й а в а й а а й а а й а а й а а,355,324,31
ъирина кузнецов андрей ирина оьлга олга васильева иванова дмитьрий сергейъ иванов кузнецов иванова ольга елена смирнова анна ольга петров алексей алексей сeргей елена,а в й а а а а а й ъ в в а а а а а а в й й й а,23,22~30,Выход: а в й й а а в а а а а й а а а а е й а а а а е й,329,302,27
дмиьтрий анастасия анна еленаъ кузнецов кузнецов петров смирнова кузнецова кузнецова дмиьтрий дмитьрий ирина иванова дмиьтрий сeргей элена оьлга иванова сeргей оьлга анна елена сeргей,й я а ъ в в в а а а й й а а й й а а а й а а а й,24,22~30,Выход: й а а й в в а в а й й а в а й й а ова а й ова й й а ова й ова й а ова й ова а ова й ова а ова,368,318,50
анна анна сeргей серьгей елена васильева оьлга васильева ъирина ирина серьгей елена элена иванов ъирина попов васильева анна анна иванова ольга иванова иванов дмитьрий ольга сергей олга петров кузнецов,а а й й а а а а а а й а а в а в а а а а а а в й а й а в в,29,22~30,Выход: а а й й а а а в а а а в а а а в а а а а а а а а а,341,313,28
ольга васильева сергей дмитьрий оьлга ирина андрей иванов иванова дмиьтрий олга петрова ъирина елена петрова анна смирнова дмитьрий дмиьтрий попов серьгей алексей ъирина,а а й й а а й в а й а а а а а а а й й в й й а,23,22~30,Выход: а а й р й а а в а й а а й а а й а а й а а,328,304,24
оьлга попов андрей смирнов ирина смирнова петров ирина анастасия кузнецова ольга анастасия оьлга иванова сергей петров анастасия кузнецова смирнов попов анна кузнецова попов серьгей елена,а в й в а а в а я а а я а а й в я а в в а а в й а,25,22~30,Выход: а й й а а в а а а а й а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,460,313,147
андрей андрей анна дмиьтрий васильева александръ петрова елена оьлга ольга анна дмиьтрий васильева андрей сeргей оьлга петров ирина анна ъирина кузнецова ирина смирнов серьгей сeргей петров,й й а й а ъ а а а а а й а й й а в а а а а а в й й в,26,22~30,Выход: й й а й а в а а а й а а й а в а й а а й а а й а в а а й а а,349,316,33
элена ольга дмитьрий кузнецов петрова смирнова кузнецов петрова попов ъирина попов оьлга иванова элена сeргей сeргей оьлга сергейъ ъирина смирнов ольга смирнова ирина иванов анастасия смирнов,а а й в а а в а в а в а а а й й а ъ а в а а а в я в,26,22~30,Выход: а а й в а в а в а й а а а а а а а а а а а а,340,315,25
ирина ольга анна сeргей кузнецов ирина иванов алексей сергей попов сергейъ кузнецова васильева ъирина сергей анастасия дмитьрий иванова оьлга сергей анна дмитьрий,а а а й в а в й й в ъ а а а й я й а а й а й,22,22~30,Выход: а а а й в в а й а а а а а а а а а,322,302,20
петров еленаъ оьлга олга ъирина ольга смирнова васильева елена иванова петрова смирнов ирина дмиьтрий петров оьлга петрова смирнова сергейъ серьгей андрей елена иванова смирнов,в ъ а а а а а а а а а в а й в а а а ъ й й а а в,24,22~30,Выход: в а ъ а а в а а в а й й а й в а а в а а в а а,333,306,27
серьгей смирнова александр александр сергейъ попов андрей кузнецова попов еленаъ ирина еленаъ серьгей ирина иванов попов оьлга александр александр петрова елена ольга,й а р р ъ в й а в ъ а ъ й а в в а р р а а а,22,22~30,Выход: й а р а й ъ в й а й а в а а й а й а ольг а а р а а,328,298,30
иванов элена дмитьрий анастасия иванов дмитьрий иванова иванова оьлга иванов александръ ъирина ъирина петров петрова иванова смирнов дмитьрий андрей попов петров елена петров попов смирнов елена серьгей,в а й я в й а а а в ъ а а в а а в й й в в а в в в а й,27,22~30,Выход: а а й а а а в а а а в а а й а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,473,314,159
петрова попов сeргей александръ петров анастасия александр алексей оьлга кузнецова анна кузнецов дмитьрий серьгей еленаъ иванов иванова серьгей иванова васильева ъирина иванов сергейъ иванов кузнецова сергейъ еленаъ александр смирнов,а в й ъ в я р й а а а в й й ъ в а й а а а в ъ в а ъ ъ р в,29,22~30,Выход: а в й р а в а а а а а й а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,501,330,171
оьлга васильева смирнова андрей сергейъ ольга кузнецов петрова дмитьрий ирина иванова оьлга андрей сергей петров васильева олга оьлга александр элена еленаъ кузнецова ирина александръ петров анна элена ъирина,а а а й ъ а в а й а а а й й в а а а р а ъ а а ъ в а а а,28,22~30,Выход: а а а й ъ а в а й а в а а а а а а а а а а а а а а а а а а а,356,322,34
петров дмиьтрий анастасия иванов еленаъ иванов сергейъ еленаъ сергейъ смирнова смирнов смирнова александр петрова иванов ирина сeргей ирина алексей сeргей васильева серьгей смирнова петров сeргей алексей анастасия,в й я в ъ в ъ ъ ъ а в а р а в а й а й й а й а в й й я,27,22~30,Выход: в й а а в а й а в а а й а в а а й а в а а й а в а а й а в а а й а в а а й а в а а,363,319,44
алексей петрова алексей петрова еленаъ ирина элена смирнова дмитьрий петрова анастасия анастасия попов оьлга ъирина иванова серьгей серьгей попов петров ъирина дмиьтрий сергейъ попов алексей дмитьрий петров александръ ольга,й а й а ъ а а а й а я я в а а а й й в в а й ъ в й й в ъ а,29,22~30,Выход: й а а й а а в а а а а й а а й а а й а а й а а й а а й а а й а а,362,327,35
петров иванов алексей серьгей иванова сергей сергейъ элена сeргей элена иванов анна елена сергейъ елена сергейъ сергейъ смирнова серьгей ъирина сeргей ирина смирнова васильева,в в й й а й ъ а й а в а а ъ а ъ ъ а й а й а а а,24,22~30,Выход: в в й й а а й а а а а а в а а а а а в а а а а а,329,302,27
сергейъ оьлга кузнецова иванова элена ирина елена сергейъ александр алексей кузнецова сергейъ анастасия смирнов оьлга олга ирина кузнецова анна сергей попов ъирина петрова,ъ а а а а а а ъ р й а ъ я в а а а а а й в а а,23,22~30,Выход: ъ а а а а й а а а а а а а а а а а а,331,309,22
сeргей андрей попов элена попов петрова ольга александр попов оьлга сергейъ кузнецов петров елена иванова ольга александръ алексей сeргей элена анна ирина анна дмиьтрий сергей дмиьтрий сергейъ смирнов,й й в а в а а р в а ъ в в а а а ъ й й а а а а й й й ъ в,28,22~30,Выход: й й а а в а а а а й а а й й а а й й а а а а й,345,319,26
кузнецова александръ иванова олга дмитьрий попов элена еленаъ андрей елена александръ кузнецова смирнова ирина александръ сергей олга дмиьтрий серьгей сергей иванов петров кузнецова,а ъ а а й в а ъ й а ъ а а а ъ й а й й й в в а,23,22~30,Выход: а ъ а а а а й а а а а й а а а а а а а а а а а а а а,340,310,30
дмитьрий алексей петрова анастасия александр олга анастасия анна ольга еленаъ васильева иванов серьгей олга кузнецова иванов дмитьрий оьлга дмитьрий оьлга андрей алексей,й й а я р а я а а ъ а в й а а в й а й а й й,22,22~30,Выход: й й а а а а а й а а й а й а й а й а а,328,306,22
ирина сергей ирина иванов елена сергей дмиьтрий анна сeргей ирина петрова анна васильева дмиьтрий елена сергейъ елена элена ольга петрова иванова элена кузнецова,а й а в а й й а й а а а а й а ъ а а а а а а а,23,22~30,Выход: а й а а в а а й й а а в а а й а а а а а,320,297,23
еленаъ анна иванова андрей сергейъ еленаъ иванов оьлга васильева александръ анна александръ кузнецова иванова еленаъ анастасия кузнецова иванова серьгей смирнова дмиьтрий оьлга алексей александръ ирина еленаъ александръ,ъ а а й ъ ъ в а а ъ а ъ а а ъ я а а й а й а й ъ а ъ ъ,27,22~30,Выход: а а а а йъ а в а а а а а й а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,463,327,136
смирнов кузнецова иванова алексей элена петрова елена васильева елена смирнова дмитьрий кузнецова петрова смирнов васильева ъирина кузнецова дмиьтрий попов смирнова ъирина попов,в а а й а а а а а а й а а в а а а й в а а в,22,22~30,Выход: в а а а й а а в а в а в а в а в а в,324,303,21
оьлга иванов элена попов елена александръ смирнова александръ еленаъ ъирина елена иванова иванова александр петрова александр елена анна кузнецова сергейъ елена алексей иванова олга,а в а в а ъ а ъ ъ а а а а р а р а а а ъ а й а а,24,22~30,Выход: а в а а йъ а а а а а а й а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,447,306,141
андрей петров ирина александр дмиьтрий андрей кузнецова кузнецова сергей дмиьтрий петров александр серьгей ольга оьлга александръ иванова олга иванов смирнова петрова петров дмиьтрий ольга ъирина,й в а р й й а а й й в р й а а ъ а а в а а в й а а,25,22~30,Выход: й в а й а а й й а в а й й а а й а а й а а й а а й а а,350,320,30
андрей кузнецова сeргей кузнецов ъирина петрова анастасия иванова сергейъ анна анастасия дмиьтрий сeргей андрей серьгей александръ дмиьтрий ирина васильева кузнецов ъирина ольга анастасия олга ирина,й а й в а а я а ъ а я й й й й ъ й а а в а а я а а,25,22~30,Выход: й а й в а в а а й й а а а й а й а а а в а а а о а а,353,324,29
ольга олга иванова олга елена иванов попов андрей сeргей смирнов смирнова сергей иванова ирина алексей иванова серьгей сергейъ елена елена алексей анна алексей дмиьтрий еленаъ васильева еленаъ иванова,а а а а а в в й й в а й а а й а й ъ а а й а й й ъ а ъ а,28,22~30,Выход: а а а а й а в а й в а й й а а а а й а а а а а а а а а а а а а а,347,312,35
иванова еленаъ сергейъ олга кузнецов оьлга иванов еленаъ сергей смирнов смирнова смирнова алексей элена александр петрова анастасия сергейъ кузнецова олга петрова серьгей петрова ольга серьгей ирина элена ирина ольга,а ъ ъ а в а в ъ й в а а й а р а я ъ а а а й а а й а а а а,29,22~30,Выход: а а йъ а а в а в а а а й а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,493,322,171
сергей кузнецов оьлга ирина оьлга смирнова петрова дмитьрий кузнецова васильева оьлга петров александр серьгей петров кузнецова васильева еленаъ анна анастасия петров анастасия еленаъ дмиьтрий елена анна смирнов,й в а а а а а й а а а в р й в а а ъ а я в я ъ й а а в,27,22~30,Выход: й в а а в а в а в а й а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,483,324,159
петров дмитьрий ъирина сeргей иванов серьгей андрей сeргей еленаъ кузнецова иванова анна ирина серьгей кузнецова алексей александръ сергейъ смирнова иванова ирина андрей петров оьлга дмиьтрий попов елена дмитьрий ъирина,в й а й в й й й ъ а а а а й а й ъ ъ а а а й в а й в а й а,29,22~30,Выход: в й а в й й ей а в а а й а й а а в а а й а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а а в а,499,328,171
олга андрей попов елена сергейъ алексей ъирина александр петров ирина иванов иванова петров елена сергей дмитьрий смирнова дмитьрий дмиьтрий анна серьгей ольга дмитьрий дмитьрий петрова элена ъирина кузнецов,а й в а ъ й а р в а в а в а й й а й й а й а й й а а а в,28,22~30,Выход: а й в а й ъ й р а в а а й а й а й а а а й а а а а,348,319,29
сeргей иванова элена елена олга серьгей анастасия серьгей попов элена александръ иванов попов анастасия кузнецов алексей андрей иванов александр кузнецов иванова иванова алексей ирина,й а а а а й я й в а ъ в в я в й й в р в а а й а,24,22~30,Выход: й а а а й а й а й а й а а й а а й а а,327,305,22
александр алексей смирнов ъирина кузнецова иванов андрей алексей олга кузнецова ирина оьлга олга сeргей попов алексей иванов элена ольга иванова попов анастасия,р й в а а в й й а а а а а й в й в а а а в я,22,22~30,Выход: р й в а в а а в а а й в а а а а а,321,301,20
оьлга анна серьгей иванов андрей смирнова кузнецов попов серьгей петрова элена иванова елена кузнецова ольга смирнова алексей александр олга элена ъирина серьгей анастасия васильева еленаъ попов еленаъ,а а й в й а в в й а а а а а а а й р а а а й я а ъ в ъ,27,22~30,Выход: а а й в й в а а й а а а й а а а а а а а а а а,339,313,26
петрова серьгей анастасия ъирина анастасия иванов алексей кузнецов кузнецов андрей андрей дмиьтрий анастасия александр еленаъ александръ смирнова смирнов сергейъ оьлга попов иванов,а й я а я в й в в й й й я р ъ ъ а в ъ а в в,22,22~30,Выход: а й а а в а а й в в й й а а а а а а а а,333,310,23
дмитьрий сергей петров кузнецова иванов анна анна андрей еленаъ смирнова анастасия елена петров ирина александръ сeргей олга васильева алексей анастасия александр смирнова серьгей елена кузнецова сергейъ ольга петров ъирина,й й в а в а а й ъ а я а в а ъ й а а й я р а й а а ъ а в а,29,22~30,Выход: й й а в а а й а а а й а а й а а й а а й а а й а а й а а й а а й а а,364,327,37
сергей дмитьрий сергейъ сeргей сергей олга серьгей попов алексей петров анастасия ольга ирина иванова иванова иванов петров петров дмитьрий еленаъ смирнова иванова дмиьтрий смирнов попов дмиьтрий серьгей кузнецов александр,й й ъ й й а й в й в я а а а а в в в й ъ а а й в в й й в р,29,22~30,Выход: й ъ й й й а а а а а в а а й а а й й а а а а а а а а а,357,326,31
александр петров елена смирнов иванов смирнова попов алексей андрей ъирина смирнов иванов кузнецова анастасия сeргей иванов васильева иванова кузнецова дмиьтрий смирнова кузнецова дмитьрий петров васильева элена элена кузнецова попов,р в а в в а в й й а в в а я й в а а а й а а й в а а а а в,29,22~30,Выход: р в а а в а в а й а в а а в а в а р в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а в а,497,326,171
смирнов дмиьтрий сергей анна попов анастасия элена елена оьлга сeргей сeргей александръ иванова попов андрей дмитьрий сергейъ сергей петров петров ольга дмитьрий,в й й а в я а а а й й ъ а в й й ъ й в в а й,22,22~30,Выход: в й й а а в а а й а в й й в а а й а в а а,328,304,24
дмиьтрий смирнов иванов петров ольга смирнова иванова кузнецов алексей еленаъ ольга сергейъ ольга смирнов дмиьтрий оьлга ирина андрей олга олга кузнецов еленаъ ольга элена кузнецов,й в в в а а а в й ъ а ъ а в й а а й а а в ъ а а в,25,22~30,Выход: й в в а а в а а й а й а й а й а а а а а а а,337,312,25
петров кузнецова анна андрей анастасия кузнецов дмиьтрий элена дмиьтрий попов смирнова ольга смирнова андрей александр дмиьтрий иванова попов дмиьтрий александр васильева елена анастасия анна олга,в а а й я в й а й в а а а й р й а в й р а а я а а,25,22~30,Выход: в а а й й а а в а а й й а в а а й й а а в а а й й а а в а а й й а а в а а й й а а в а а й й а а в а а й й а а в а а й й а а в а а й й а а в а а й й а а в а а й й а а в а а й й а а в а а й й а а в а а й й а а в а а й й а а в а а й й а а в а а й й а а в а а й й а а в а а й й а а в а а й й,464,317,147
ольга анна ольга александр ъирина сeргей серьгей анастасия кузнецова оьлга смирнова иванова сергейъ смирнов васильева олга сергейъ александръ смирнова андрей сергей алексей попов васильева смирнов смирнова оьлга,а а а р а й й я а а а а ъ в а а ъ ъ а й й й в а в а а,27,22~30,Выход: а а а р ъ а й а а а в а а а й а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,482,323,159
иванов петрова анастасия андрей смирнова попов васильева иванова иванов ольга иванова сергейъ сергейъ кузнецова анна алексей петрова иванов еленаъ дмитьрий алексей попов серьгей дмитьрий ирина оьлга кузнецов,в а я й а в а а в а а ъ ъ а а й а в ъ й й в й й а а в,27,22~30,Выход: в а а а й в а в а а й й а а а а в а а й а а а в а а а а,346,315,31
оьлга попов олга анастасия андрей александръ сергейъ серьгей сергейъ еленаъ дмитьрий олга смирнова кузнецова серьгей кузнецов смирнов еленаъ анастасия александр попов александр сeргей иванов александръ кузнецов серьгей васильева ирина,а в а я й ъ ъ й ъ ъ й а а а й в в ъ я р в р й в ъ в й а а,29,22~30,Выход: а а а а йъ йъ йъ а а а а а а а а а а а а а а а а а а а а а,367,333,34
олга ольга андрей анна петров петров сергейъ алексей петрова андрей анастасия александръ элена кузнецова еленаъ ольга иванова елена ирина васильева оьлга ъирина сeргей иванова петров,а а й а в в ъ й а й я ъ а а ъ а а а а а а а й а в,25,22~30,Выход: а а а й в р в й а а а а а в а а а а а а,335,312,23
александръ анастасия ирина васильева смирнова алексей смирнова васильева еленаъ серьгей дмиьтрий анастасия александръ анна александръ ирина петрова олга алексей еленаъ сeргей ирина алексей дмитьрий смирнов,ъ я а а а й а а ъ й й я ъ а ъ а а а й ъ й а й й в,25,22~30,Выход: р а я а а а й а а а а а а а а а а а а а,339,316,23
алексей александръ андрей васильева петров иванова дмитьрий дмитьрий елена петров дмиьтрий ирина ирина петров кузнецов попов еленаъ серьгей элена кузнецова анастасия дмиьтрий попов оьлга,й ъ й а в а й й а в й а а в в в ъ й а а я й в а,24,22~30,Выход: й ръ й а а в а й й а в а й й а й а а й а а й а а й а а й а а й а а,348,311,37
ирина ирина оьлга дмиьтрий олга анастасия петрова смирнова элена алексей анна дмитьрий еленаъ сергей олга васильева дмитьрий иванова анастасия элена дмиьтрий андрей ирина,а а а й а я а а а й а й ъ й а а й а я а й й а,23,22~30,Выход: а а а а й а а а а й а а а а а а а а а а а,329,305,24
анна анна сeргей алексей оьлга ирина смирнов олга олга александр елена смирнов андрей анастасия ольга дмиьтрий алексей смирнов кузнецов анна петров елена александр андрей андрей кузнецов,а а й й а а в а а р а в й я а й й в в а в а р й й в,26,22~30,Выход: а а й й а а а а а а й а а а а а а а а а а а,338,313,25
александръ алексей петрова петров ирина сeргей сергейъ петров сергей смирнов елена елена петров сeргей сергейъ петров александр кузнецова сeргей ъирина алексей кузнецов серьгей элена,ъ й а в а й ъ в й в а а в й ъ в р а й а й в й а,24,22~30,Выход: ръ й а в а й ъ й в й ъ в а й а в а й а й в а й,340,311,29
кузнецов кузнецов анна сергейъ иванов сeргей петрова кузнецова андрей элена сeргей ирина иванов анна еленаъ дмитьрий дмиьтрий иванов ирина петрова сергейъ смирнов оьлга еленаъ элена,в в а ъ в й а а й а й а в а ъ й й в а а ъ в а ъ а,25,22~30,Выход: в в а й ъ в й а в а а й а а в а а й а а,333,309,24
ирина олга иванов иванова алексей елена васильева ирина петров алексей смирнова алексей ъирина сeргей смирнова сeргей сeргей елена ирина элена иванов смирнова сергей,а а в а й а а а в й а й а й а й й а а а в а й,23,22~30,Выход: а а в а а й а а а й а а а а а а а а,317,296,21
дмиьтрий анастасия смирнова алексей иванов сергей ольга анна иванова попов дмиьтрий попов иванова елена ольга дмитьрий еленаъ петрова ольга серьгей дмиьтрий смирнов серьгей алексей анна,й я а й в й а а а в й в а а а й ъ а а й й в й й а,25,22~30,Выход: й а а й в й а а в а й а й а а й а а й а а,333,309,24
андрей александр попов анна иванов петров ольга александр иванов дмитьрий васильева иванова смирнова иванов дмиьтрий серьгей андрей еленаъ попов ольга элена ольга еленаъ иванов петров ирина элена анна олга,й р в а в в а р в й а а а в й й й ъ в а а а ъ в в а а а а,29,22~30,Выход: й р в а в а в а й в а а й а й а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,483,312,171
еленаъ дмиьтрий иванов петрова оьлга ъирина ъирина серьгей еленаъ серьгей иванов серьгей ъирина дмитьрий серьгей сергей андрей серьгей иванов попов кузнецова петрова анна петров анна серьгей иванова серьгей олга,ъ й в а а а а й ъ й в й а й й й й й в в а а а в а й а й а,29,22~30,Выход: а ъ й в а в а в а й а й а й а в а а а а а а а а а а,351,321,30
александр еленаъ сeргей иванова серьгей смирнова олга олга смирнова смирнова васильева александръ оьлга петрова елена кузнецов ирина ирина сергей смирнова оьлга петров андрей ъирина попов еленаъ васильева андрей,р ъ й а й а а а а а а ъ а а а в а а й а а в й а в ъ а й,28,22~30,Выход: р а й й а а й а а в а а а а й а а р а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,484,319,165
дмитьрий петрова попов петрова александръ александръ петрова серьгей анастасия оьлга васильева александръ анастасия александръ александр оьлга дмиьтрий смирнова смирнова кузнецов сeргей ирина дмитьрий ъирина еленаъ,й а в а ъ ъ а й я а а ъ я ъ р а й а а в й а й а ъ,25,22~30,Выход: й а въ а й а а й а а й а й а а й а й а а й а а й а а й а а й а а й а а,365,326,39
смирнова смирнов дмитьрий смирнов сeргей дмитьрий элена дмитьрий ольга элена олга сергейъ сергей ирина смирнова андрей ольга попов сергейъ алексей елена серьгей,а в й в й й а й а а а ъ й а а й а в ъ й а й,22,22~30,Выход: а в й й а й а а й а й а а й а й а а,319,298,21
иванова ъирина елена попов олга петрова дмитьрий андрей александр иванов оьлга александръ петров ольга васильева смирнов петров смирнов анна дмитьрий андрей кузнецова ъирина ъирина,а а а в а а й й р в а ъ в а а в в в а й й а а а,24,22~30,Выход: а а а а в а й р й р а а в а а а а а а а,333,310,23
иванова смирнов васильева сергейъ елена ъирина попов андрей петрова кузнецова элена иванов олга сeргей алексей еленаъ олга попов кузнецова иванов сергейъ олга анастасия,а в а ъ а а в й а а а в а й й ъ а в а в ъ а я,23,22~30,Выход: а в а ъ а в а а в а й а а а а а а а,326,304,22
смирнова александръ иванов олга сергейъ сeргей анастасия алексей елена сeргей анна ирина иванов александръ сeргей анастасия александръ алексей смирнов еленаъ ъирина елена,а ъ в а ъ й я й а й а а в ъ й я ъ й в ъ а а,22,22~30,Выход: а ъ в а й ъ й а а а й а а а а а а а а а,331,306,25
алексей петров сергейъ иванова кузнецов олга ъирина элена ъирина ъирина попов васильева смирнов васильева петрова ъирина елена иванов васильева попов ирина еленаъ петрова оьлга сергей анна анна петров серьгей,й в ъ а в а а а а а в а в а а а а в а в а ъ а а й а а в й,29,22~30,Выход: й в ъ а в а в а в а в а й а а а а а а й а а а а а а,347,317,30
дмиьтрий ольга кузнецова попов александръ кузнецова дмиьтрий еленаъ ъирина анастасия андрей анна кузнецова алексей александръ ъирина ирина ъирина елена сергейъ олга ольга иванова алексей васильева еленаъ александр,й а а в ъ а й ъ а я й а а й ъ а а а а ъ а а а й а ъ р,27,22~30,Выход: й а а въ а й а а а а й а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,395,329,66
сeргей оьлга дмитьрий васильева петров александр елена иванов дмитьрий петрова петров серьгей иванова александр смирнова смирнов дмиьтрий сeргей смирнов александръ кузнецова дмитьрий,й а й а в р а в й а в й а р а в й й в ъ а й,22,22~30,Выход: й а й а в а й й а в а й а й а в а й а в а й,334,309,25
оьлга петров серьгей иванов дмиьтрий петрова серьгей иванов кузнецов васильева смирнова сeргей андрей ъирина сергейъ александръ ирина александр попов еленаъ ольга смирнова сергей олга,а в й в й а й в в а а й й а ъ ъ а р в ъ а а й а,24,22~30,Выход: а в й й в иев а в а й а й а в а й а а а а а,334,309,25
иванов олга петрова сeргей александр андрей серьгей смирнова сергейъ иванов васильева сергей сергей сергейъ иванова сергейъ кузнецова сeргей олга александръ смирнова александръ васильева еленаъ оьлга петров,в а а й р й й а ъ в а й й ъ а ъ а й а ъ а ъ а ъ а в,26,22~30,Выход: а а а й р а й ъ а а й ъ а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а а,473,320,153
александр смирнов андрей анна алексей смирнов анастасия алексей оьлга александръ дмиьтрий иванова алексей сергей дмитьрий иванов елена серьгей иванова кузнецова сергейъ смирнов ъирина,р в й а й в я й а ъ й а й й й в а й а а ъ в а,23,22~30,Выход: р в й а й в а а й й в а й р в а а р в а а,334,310,24
александръ ирина олга петрова ольга оьлга кузнецова сергей кузнецова еленаъ дмитьрий александръ,ъ а а а а а а й а ъ й ъ,12,8~15,Выход: р а а а а й а а ръ,289,276,13
