input,out,len,bins,pred,total-tokens,prompt-tokens,completion-tokens
Antonio Mariana Aline Maria Jessica Carlos Fernanda Joao Bruno Francisca Fernanda Adriana Antonio Francisco Fernanda Rafael Luciana Antonio Maria Sandra Paulo Francisca Leticia Joao Sandra Paulo Bruno,o a e a a s a o o a a a o o a l a o a a o a a o a o o,27,22~30,Output: o a a a a a s a o a a a a a a o a a a a o a a a,231,205,26
Juliana Juliana Rafael Sandra Bruna Patricia Marcia Marcos Daniel Patricia Daniel Aline Jessica Camila Jessica Daniel Luciana Sandra Francisco Francisca Joao Marcelo Patricia Amanda Antonia Sandra Luiz Fernanda Rafael,a a l a a a a s l a l e a a a l a a o a o o a a a a z a l,29,22~30,Output: a a l a a a a a a l a a a a a a a a o a a a a a a,234,207,27
Adriana Marcos Antonia Fernanda Aline Leticia Francisco Maria Leticia Juliana Adriana Ana Antonia Antonio Marcia Marcelo Antonio Rafael Bruno Francisca Marcelo Joao Julia Paulo,a s a a e a o a a a a a a o a o o l o a o o a o,24,22~30,Output: a s a a a a a a a a a o a a a o a a a o a o a,230,205,25
Rafael Bruna Marcelo Luiz Luiz Jose Mariana Bruno Julia Sandra Pedro Marcia Antonio Bruno Antonia Joao Luciana Amanda Maria Vanessa Marcia Amanda Francisca Antonia Mariana,l a o z z e a o a a o a o o a o a a a a a a a a a,25,22~30,Output: l a o o z z e o o a a a a a a a a a a a,225,203,22
Adriana Julia Eduardo Aline Camila Bruno Amanda Lucas Francisca Bruno Antonia Carlos Adriana Gabriel Antonio Maria Antonio Antonio Lucas Eduardo Luciana Vanessa,a a o e a o a s a o a s a l o a o o s o a a,22,22~30,Output: a a o a a a o a a a a o a o a a a a,214,194,20
Luciana Paulo Amanda Luis Luciana Rafael Lucas Pedro Leticia Mariana Jose Bruno Adriana Adriana Luis Aline Paulo Paulo Patricia Mariana Vanessa Antonio Camila Eduardo Juliana Aline Daniel,a o a s a l s o a a e o a a s e o o a a a o a o a e l,27,22~30,Output: a o a a a a s l o o a a a a a a a a a a a a a a a a,232,204,28
Marcelo Leticia Jessica Joao Fernanda Antonio Paulo Jose Maria Leticia Rafael Julia Jessica Bruna Mariana Luciana Aline Mariana Luciana Marcos Bruno Mariana Francisca Aline,o a a o a o o e a a l a a a a a e a a s o a a e,24,22~30,Output: o a a a o a o o a a a a a a a a a a a a,227,205,22
Bruna Amanda Mariana Vanessa Fernanda Julia Joao Marcia Marcia Luiz Antonio Rafael Daniel Maria Ana Marcia Antonia Luiz Antonia Bruno Leticia Marcia,a a a a a a o a a z o l l a a a a z a o a a,22,22~30,Output: a a a a a a o o a a a a a a a a a a,221,201,20
Camila Francisco Camila Luciana Antonio Fernanda Marcos Camila Fernanda Francisca Camila Joao Juliana Antonia Gabriel Camila Gabriel Antonio Gabriel Eduardo Carlos Francisca Camila Camila Fernanda Daniel Joao Mariana Leticia,a o a a o a s a a a a o a a l a l o l o s a a a a l o a a,29,22~30,Output: a o a a a a a a a a a a a a a a a a a a a a a a a a,242,214,28
Marcos Luiz Daniel Julia Francisca Mariana Gabriel Mariana Aline Luis Antonia Camila Ana Gabriel Luiz Leticia Gabriel Amanda Luiz Juliana Rafael Antonia Marcelo Marcos,s z l a a a l a e s a a a l z a l a z a l a o s,24,22~30,Output: s z l a a a a a a a l a a l a a a a l a a a,227,203,24
Sandra Jose Luis Julia Aline Luis Fernanda Maria Lucas Fernanda Julia Paulo Mariana Marcos Joao Camila Julia Leticia Patricia Camila Antonia Maria Lucas Marcelo Pedro Antonio,a e s a e s a a s a a o a s o a a a a a a a s o o o,26,22~30,Output: a e s a a a a a a s a a a a o a a a a o a,225,202,23
Paulo Marcia Francisco Gabriel Lucas Julia Amanda Luiz Ana Luciana Luiz Julia Aline Francisca Gabriel Maria Rafael Fernanda Mariana Julia Eduardo Antonio Juliana,o a o l s a a z a a z a e a l a l a a a o o a,23,22~30,Output: o a o o s a a a a a a a a a a a a o a a a,220,197,23
Vanessa Jessica Luis Luciana Bruna Patricia Patricia Gabriel Vanessa Jose Adriana Ana Adriana Eduardo Jose Juliana Francisco Julia Eduardo Ana Antonio Patricia Juliana Adriana,a a s a a a a l a e a a a o e a o a o a o a a a,24,22~30,Output: a a s a a a a a a a a a a a a a a a a a,218,196,22
Mariana Marcelo Fernanda Luiz Francisca Mariana Julia Amanda Vanessa Bruna Camila Antonio Amanda Leticia Antonia Marcos Gabriel Fernanda Francisca Mariana Marcos Luiz Joao Joao Maria Leticia Sandra Fernanda,a o a z a a a a a a a o a a a s l a a a s z o o a a a a,28,22~30,Output: a o a a z a a a a a a a a a a a a a a a a a a a a a,241,213,28
Vanessa Fernanda Ana Aline Mariana Juliana Leticia Francisca Antonio Antonia Marcia Marcelo Marcos Lucas Daniel Fernanda Patricia Antonia Juliana Pedro Joao Camila Antonia Jose Bruno Carlos,a a a e a a a a o a a o s s l a a a a o o a a e o s,26,22~30,Output: a a a e a a a a a a o a a a a o a o a a a a,231,207,24
Gabriel Luciana Vanessa Mariana Daniel Bruno Amanda Jessica Fernanda Amanda Antonio Francisca Marcia Leticia Luciana Pedro Aline Aline Antonia Juliana Jessica Rafael Lucas Julia Lucas,l a a a l o a a a a o a a a a o e e a a a l s a s,25,22~30,Output: L a a a a L o o a a a a a a a a a a a a a a L a a a a,231,202,29
Carlos Juliana Maria Bruna Pedro Julia Jessica Lucas Maria Bruno Antonia Aline Daniel Ana Rafael Paulo Antonio Joao Patricia Gabriel Fernanda Marcelo Maria Luis Julia Vanessa Paulo,s a a a o a a s a o a e l a l o o o a l a o a s a a o,27,22~30,Output: s a a a a o d a a s a a a a o o a a a a o a,223,199,24
Maria Marcelo Fernanda Amanda Bruna Eduardo Marcos Jose Marcia Joao Eduardo Eduardo Eduardo Luis Mariana Camila Camila Lucas Marcelo Marcelo Patricia Antonio Ana Rafael Adriana Gabriel,a o a a a o s e a o o o o s a a a s o o a o a l a l,26,22~30,Output: a o a a a a o e o e e o a a a o o o a a a a a,227,202,25
Patricia Marcia Amanda Daniel Vanessa Sandra Sandra Amanda Pedro Francisca Francisco Marcelo Ana Francisco Pedro Gabriel Marcia Sandra Adriana Marcelo Marcia Joao Marcelo Bruna Luiz Fernanda Bruna,a a a l a a a a o a o o a o o l a a a o a o o a z a a,27,22~30,Output: a a a l a a a a o a a a a a a a o a a a a a a a,231,205,26
Maria Juliana Joao Jessica Marcos Rafael Sandra Juliana Pedro Luis Vanessa Jessica Julia Antonia Marcia Mariana Sandra Aline Fernanda Sandra Eduardo Francisco Luis Jessica Antonio,a a o a s l a a o s a a a a a a a e a a o o s a o,25,22~30,Output: a a o a a a a a a a a a a a a o a a a a,220,198,22
Jessica Lucas Juliana Joao Marcia Antonio Francisco Luciana Rafael Patricia Ana Amanda Carlos Camila Sandra Francisco Maria Bruno Amanda Marcelo Daniel Antonia Vanessa,a s a o a o o a l a a a s a a o a o a o l a a,23,22~30,Output: a s a a o o a a a a a a a a a o a a a,216,195,21
Luis Aline Maria Carlos Vanessa Jessica Adriana Francisca Paulo Joao Marcelo Pedro Fernanda Jessica Amanda Bruno Fernanda Patricia Patricia Camila Joao Luciana Jose Fernanda Lucas,s e a s a a a a o o o o a a a o a a a a o a e a s,25,22~30,Output: s e a s s a a a a o o a a a a a a a a a a a a,226,201,25
Adriana Marcos Luis Amanda Luiz Francisca Francisco Francisco Patricia Rafael Amanda Daniel Luiz Aline Pedro Luis Fernanda Leticia Adriana Leticia Fernanda Vanessa Patricia Ana Vanessa Fernanda Vanessa Marcos Vanessa,a s s a z a o o a l a l z e o s a a a a a a a a a a a s a,29,22~30,Output: a s s a z u a a o a a a a a a a a a a a a a a a a a a,236,207,29
Fernanda Antonia Luis Amanda Fernanda Ana Sandra Luciana Jose Francisco Amanda Fernanda Marcos Antonio Luis Aline Luis Julia Leticia Juliana Leticia Leticia Paulo Marcos Maria Joao,a a s a a a a a e o a a s o s e s a a a a a o s a o,26,22~30,Output: a a s a a a a a a e o a a a a a a a o o a,228,205,23
Fernanda Francisca Sandra Juliana Pedro Paulo Aline Sandra Francisco Amanda Carlos Rafael Amanda Ana Bruno Aline Adriana Bruno Joao Marcos Rafael Luiz Jose Luis,a a a a o o e a o a s l a a o e a o o s l z e s,24,22~30,Output: a a a a a o o a a a o a a a o o a o a o a o,221,197,24
Daniel Leticia Gabriel Paulo Aline Antonio Bruno Ana Aline Aline Rafael Vanessa Camila Francisca Carlos Jessica Patricia Sandra Gabriel Jessica Antonio Leticia Carlos Ana Joao Vanessa Rafael Francisco,l a l o e o o a e e l a a a s a a a l a o a s a o a l o,28,22~30,Output: l a l o o a o a a a a a a a a a a a a a a a a a a a a a a a a,236,203,33
Mariana Maria Francisco Antonio Aline Ana Patricia Amanda Antonio Eduardo Fernanda Leticia Joao Sandra Pedro Francisca Rafael Jessica Marcia Leticia Jessica Bruna Paulo Bruna Jose Carlos Francisco Francisca,a a o o e a a a o o a a o a o a l a a a a a o a e s o a,28,22~30,Output: a a o o a a a a a o a a a a a a o a a a a o a o,232,206,26
Amanda Amanda Joao Pedro Francisco Bruna Mariana Mariana Bruna Antonia Paulo Daniel Lucas Camila Paulo Marcia Luciana Carlos Luciana Sandra Marcelo Paulo Rafael Mariana Jose,a a o o o a a a a a o l s a o a a s a a o o l a e,25,22~30,Output: a a o o o a a a a a o l a o a a a o a o a a a o,228,202,26
Eduardo Juliana Jessica Gabriel Lucas Luiz Joao Joao Ana Lucas Paulo Lucas Leticia Camila Francisco Luiz Luciana Aline Amanda Bruna Pedro Carlos Vanessa Vanessa Luciana Francisca Fernanda,o a a l s z o o a s o s a a o z a e a a o s a a a a a,27,22~30,Output: o a a a l z o o o a a a a a a a a a a a a a,230,206,24
Jose Luiz Jose Luciana Marcelo Camila Francisco Marcia Marcos Julia Bruna Joao Paulo Vanessa Antonio Paulo Pedro Mariana Joao Patricia Ana Pedro Patricia,e z e a o a o a s a a o o a o o o a o a a o a,23,22~30,Output: e z e a o a a a a a a o o a a a a a a,218,197,21
Luciana Camila Jessica Luiz Sandra Sandra Sandra Marcia Bruno Bruno Julia Fernanda Luciana Leticia Luciana Paulo Joao Julia Jessica Patricia Luciana Luis Antonia Sandra Jessica Fernanda Juliana Adriana,a a a z a a a a o o a a a a a o o a a a a s a a a a a a,28,22~30,Output: a a a z a a a a a a a a a a a a a a a a a a a a a a,236,208,28
Rafael Paulo Marcia Patricia Luis Rafael Fernanda Bruna Amanda Marcelo Aline Marcia Gabriel Antonio Leticia Marcos Julia Leticia Antonia Sandra Paulo Julia Vanessa Lucas Aline,l o a a s l a a a o e a l o a s a a a a o a a s e,25,22~30,Output: l o a a a l a a a o a a a a a a a a a,223,202,21
Adriana Vanessa Julia Pedro Bruno Amanda Mariana Marcos Camila Luciana Marcos Marcos Ana Mariana Bruno Marcia Leticia Ana Francisca Gabriel Juliana Carlos Ana Sandra Bruna,a a a o o a a s a a s s a a o a a a a l a s a a a,25,22~30,Output: a a a o o o a a a a a a a a a a a a a a,223,201,22
Pedro Marcos Pedro Carlos Vanessa Daniel Pedro Sandra Luis Adriana Eduardo Sandra Adriana Marcelo Luiz Luis Rafael Jessica Antonio Gabriel Francisca Aline Antonio Sandra,o s o s a l o a s a o a a o z s l a o l a e o a,24,22~30,Output: o s o s a l d o a a o a a o a a a o a,216,195,21
Marcia Patricia Joao Daniel Luiz Ana Gabriel Luciana Sandra Luiz Bruno Camila Maria Leticia Marcos Marcia Maria Sandra Carlos Patricia Lucas Patricia Eduardo Joao Antonio Lucas Aline Julia Marcia,a a o l z a l a a z o a a a s a a a s a s a o o o s e a a,29,22~30,Output: a a o l z a a a a a a a a a a a a a a a a a a,231,206,25
Marcelo Amanda Lucas Jessica Marcia Ana Paulo Vanessa Camila Carlos Leticia Bruna Antonio Antonio Eduardo Juliana Jessica Antonia Marcos Julia Carlos Carlos Joao Luis Bruna Ana Luciana Fernanda Sandra,o a s a a a o a a s a a o o o a a a s a s s o s a a a a a,29,22~30,Output: o a s a a a a o a a a o a a a a a a a a a a a a a a,234,206,28
Carlos Aline Vanessa Joao Luiz Francisco Gabriel Carlos Luiz Bruna Mariana Marcelo Francisca Gabriel Eduardo Eduardo Maria Francisca Lucas Maria Rafael Maria Marcelo,s e a o z o l s z a a o a l o o a a s a l a o,23,22~30,Output: s e a a o z o o l o a a a a a a o a a a,220,198,22
Marcia Francisco Joao Marcia Gabriel Joao Adriana Pedro Marcos Fernanda Paulo Juliana Daniel Maria Mariana Daniel Rafael Camila Maria Mariana Amanda Aline Fernanda,a o o a l o a o s a o a l a a l l a a a a e a,23,22~30,Output: a o o a a l o a a o a a a a a a a a a a,222,200,22
Gabriel Luis Pedro Luciana Adriana Joao Joao Vanessa Marcelo Bruno Luis Leticia Aline Paulo Ana Gabriel Aline Vanessa Camila Fernanda Bruno Vanessa Amanda Ana Antonia Patricia Ana Marcelo,l s o a a o o a o o s a e o a l e a a a o a a a a a a o,28,22~30,Output: L S O A A O O A A A A A A A A A A A A A,228,206,22
Bruno Marcos Bruna Joao Patricia Antonia Antonio Jessica Luciana Francisca Sandra Patricia Antonia Maria Luis Fernanda Marcos Marcos Jose Patricia Luis Fernanda Gabriel Leticia,o s a o a a o a a a a a a a s a s s e a s a l a,24,22~30,Output: o s a o o a a a a a a a a a a a a a a,220,199,21
Sandra Luis Marcos Gabriel Vanessa Amanda Fernanda Bruno Jose Pedro Antonio Francisco Rafael Patricia Jose Marcia Ana Fernanda Jessica Antonio Aline Amanda Julia Maria Jose Francisco Patricia Julia,a s s l a a a o e o o o l a e a a a a o e a a a e o a a,28,22~30,Output: a s s l a a a a o o a o a a a a a a a a a a a,222,197,25
Bruna Rafael Maria Bruna Luiz Juliana Jose Jose Ana Sandra Camila Jessica Ana Lucas Aline Julia Joao Carlos Marcos Adriana Paulo Daniel Rafael Luiz Rafael,a l a a z a e e a a a a a s e a o s s a o l l z l,25,22~30,Output: a l a a a z a a a a a a a a a o o a o a o,222,199,23
Jessica Vanessa Bruno Patricia Rafael Sandra Maria Eduardo Lucas Bruno Paulo Francisca Paulo Bruna Marcelo Paulo Joao Gabriel Francisco Camila Julia Lucas Maria Vanessa Jose Daniel Pedro Patricia Francisca,a a o a l a a o s o o a o a o o o l o a a s a a e l o a a,29,22~30,Output: a a o a a a a o s o o a a a a a o a a a a a a,225,200,25
Jose Daniel Camila Paulo Daniel Juliana Patricia Mariana Gabriel Aline Luis Marcelo Ana Aline Carlos Lucas Aline Julia Francisco Camila Jessica Jessica,e l a o l a a a l e s o a e s s e a o a a a,22,22~30,Output: e l a o o l a a a a l a a a a a a a a,216,195,21
Pedro Jose Bruna Marcos Vanessa Francisco Maria Francisca Jose Jose Marcos Luis Maria Joao Jose Bruna Vanessa Maria Juliana Julia Luis Gabriel Francisca Carlos,o e a s a o a a e e s s a o e a a a a a s l a s,24,22~30,Output: o e a s a a a o a a o e a a a a a a a a l a a,220,195,25
Pedro Maria Bruno Luis Leticia Gabriel Luciana Adriana Adriana Sandra Bruna Aline Vanessa Ana Sandra Francisco Eduardo Marcelo Joao Adriana Carlos Marcelo Marcelo Francisco Julia,o a o s a l a a a a a e a a a o o o o a s o o o a,25,22~30,Output: o a o s a a a a a a a a a o o o o a o a a a,226,202,24
Adriana Bruna Luis Paulo Julia Francisco Juliana Paulo Bruno Juliana Gabriel Joao Bruno Maria Sandra Pedro Antonio Adriana Vanessa Camila Pedro Rafael Julia Mariana Marcos Luis Ana Eduardo Marcelo,a a s o a o a o o a l o o a a o o a a a o l a a s s a o o,29,22~30,Output: a a s o o a a a o o a o a a a a a a o a a a a o,229,203,26
Maria Marcelo Mariana Luciana Eduardo Maria Vanessa Mariana Sandra Rafael Lucas Mariana Daniel Joao Marcos Maria Antonia Sandra Luiz Marcelo Camila Ana Amanda Antonia Antonia Rafael Marcelo Marcelo Marcos,a o a a o a a a a l s a l o s a a a z o a a a a a l o o s,29,22~30,Output: a o a a a o a a a a a a o a a a a a a a a a a a a,235,208,27
Antonio Ana Bruno Patricia Camila Fernanda Daniel Mariana Luiz Maria Marcelo Sandra Bruno Rafael Marcos Pedro Joao Aline Fernanda Carlos Adriana Jessica Luis Luis Patricia Marcelo Jose Joao,o a o a a a l a z a o a o l s o o e a s a a s s a o e o,28,22~30,Output: o a o a a a a l a a o o a o a a a a a a a a a a,230,204,26
Marcos Eduardo Bruna Maria Juliana Patricia Paulo Adriana Lucas Gabriel Lucas Julia Paulo Luciana Marcos Marcelo Aline Fernanda Adriana Lucas Jessica Juliana Ana,s o a a a a o a s l s a o a s o e a a s a a a,23,22~30,Output: s o a a a a a o a a l s a a a a a a a a,219,197,22
Lucas Francisco Juliana Patricia Marcia Pedro Ana Luis Juliana Jessica Joao Francisco Marcelo Sandra Jose Jose Bruno Bruno Sandra Marcelo Adriana Sandra Francisco Juliana Jessica Rafael Paulo Paulo Vanessa,s o a a a o a s a a o o o a e e o o a o a a o a a l o o a,29,22~30,Output: s o a a a a o a a a o a o o a a a a o a a a a o a a a,231,202,29
Antonia Antonio Marcos Juliana Francisca Bruna Joao Maria Francisca Camila Sandra Eduardo Joao Marcos Maria Luciana Francisco Pedro Marcia Amanda Ana Marcia Julia Gabriel Juliana Bruno,a o s a a a o a a a a o o s a a o o a a a a a l a o,26,22~30,Output: a o s a a a a a o a a a o a a a a a a a o a,227,203,24
Jose Camila Carlos Lucas Bruno Marcelo Adriana Francisco Camila Carlos Jessica Antonio Adriana Bruno Bruno Juliana Luiz Francisco Amanda Jessica Adriana Marcos Juliana Luiz Marcelo Luciana Carlos,e a s s o o a o a s a o a o o a z o a a a s a z o a s,27,22~30,Output: e a s s s o o a a o a a a a a a a a a a a a a a a,231,204,27
Bruna Patricia Luiz Mariana Luis Luis Gabriel Eduardo Bruno Jose Lucas Rafael Patricia Sandra Daniel Vanessa Aline Camila Paulo Marcelo Adriana Gabriel,a a z a s s l o o e s l a a l a e a o o a l,22,22~30,Output: a a z s a s l o o l o o a a a a a o,214,194,20
Rafael Pedro Bruno Camila Gabriel Marcia Vanessa Leticia Patricia Francisca Daniel Sandra Ana Marcos Francisca Joao Lucas Camila Francisco Bruno Julia Luciana Patricia Rafael,l o o a l a a a a a l a a s a o s a o o a a a l,24,22~30,Output: l o o a l a a a a a a a a o a a a a,218,198,20
Juliana Aline Rafael Juliana Sandra Bruno Lucas Juliana Vanessa Gabriel Jose Marcelo Jessica Gabriel Julia Francisco Camila Jessica Jessica Marcos Luis Camila Marcelo,a e l a a o s a a l e o a l a o a a a s s a o,23,22~30,Output: a e l a a a o s s a l a a a a a a a a,217,196,21
Jessica Maria Ana Bruna Adriana Bruno Bruna Daniel Lucas Leticia Gabriel Francisco Francisca Luiz Aline Jessica Lucas Maria Francisco Luis Ana Fernanda Marcos Amanda Francisco,a a a a a o a l s a l o a z e a s a o s a a s a o,25,22~30,Output: a a a a a a o s a a a a a a a a a a a,220,199,21
Luiz Rafael Luis Luiz Bruna Juliana Juliana Maria Marcos Patricia Aline Bruno Rafael Luciana Juliana Sandra Pedro Paulo Luciana Joao Carlos Eduardo,z l s z a a a a s a e o l a a a o o a o s o,22,22~30,Output: z l s z a a a a a a a o a a a o o a o,218,197,21
Lucas Lucas Marcelo Marcelo Bruna Luciana Luiz Eduardo Patricia Marcos Ana Aline Bruna Adriana Aline Luis Lucas Juliana Eduardo Lucas Patricia Bruno Maria Antonio Eduardo Carlos Camila Luiz Bruna,s s o o a a z o a s a e a a e s s a o s a o a o o s a z a,29,22~30,Output: s s o o a a z a a a a a a a a a a a a a a a a a,233,207,26
Eduardo Leticia Luciana Fernanda Vanessa Jose Carlos Luciana Aline Aline Juliana Gabriel Julia Eduardo Carlos Marcia Jose Pedro Luciana Vanessa Camila Juliana Julia Carlos Luis Antonia Eduardo,o a a a a e s a e e a l a o s a e o a a a a a s s a o,27,22~30,Output: o a a a a a e o s o a a a a a a a a a a a a o,230,205,25
Marcelo Amanda Patricia Aline Francisco Francisca Lucas Luiz Rafael Francisca Aline Vanessa Fernanda Carlos Camila Francisco Eduardo Marcos Paulo Paulo Marcelo Antonio Pedro Aline Luciana Camila Gabriel Marcelo,o a a e o a s z l a e a a s a o o s o o o o o e a a l o,28,22~30,Output: o a a a a a s a a a a a a o a a a a a o a a a a a o,234,206,28
Leticia Antonia Jessica Joao Francisco Julia Amanda Adriana Carlos Marcelo Jessica Sandra Fernanda Lucas Marcelo Pedro Luis Daniel Julia Maria Patricia Rafael Vanessa,a a a o o a a a s o a a a s o o s l a a a l a,23,22~30,Output: a a a o o c a a a a o a a a o a a o,216,196,20
Antonio Luciana Francisco Julia Antonia Marcos Ana Bruno Rafael Marcos Gabriel Antonia Juliana Jose Paulo Bruna Rafael Amanda Francisco Julia Paulo Pedro Luciana Antonia Jessica Luciana Sandra,o a o a a s a o l s l a a e o a l a o a o o a a a a a,27,22~30,Output: o a o a a a a a o a o a a a a a a a a a,222,200,22
Luis Marcos Joao Camila Juliana Bruno Francisco Leticia Luciana Gabriel Patricia Carlos Fernanda Paulo Francisco Leticia Jessica Sandra Ana Sandra Rafael Carlos Francisco,s s o a a o o a a l a s a o o a a a a a l s o,23,22~30,Output: s s o a a a o a a a a a a a a a l,216,197,19
Jessica Daniel Joao Amanda Jose Patricia Gabriel Luis Pedro Eduardo Maria Gabriel Gabriel Fernanda Amanda Paulo Eduardo Jessica Julia Juliana Carlos Francisco Lucas Lucas Bruna Leticia Gabriel Marcelo,a l o a e a l s o o a l l a a o o a a a s o s s a a l o,28,22~30,Output: a l o a a e a a l o o a a a a o a a a a a a a a,226,200,26
Patricia Bruno Marcelo Fernanda Lucas Francisco Francisco Bruna Antonia Joao Adriana Adriana Sandra Sandra Juliana Antonio Maria Vanessa Luis Luciana Marcos Lucas Juliana Mariana Luis Vanessa,a o o a s o o a a o a a a a a o a a s a s s a a s a,26,22~30,Output: a o o a a o o a a a a a a a a a a a a a a a,226,202,24
Leticia Patricia Juliana Julia Luciana Marcos Sandra Francisco Aline Vanessa Bruno,a a a a a s a o e a o,11,8~15,Output: a a a a a a a a o,192,181,11
Patricia Jose Pedro Francisco Amanda Marcelo Marcia Rafael Gabriel Gabriel Pedro Francisca Francisco,a e o o a o a l l l o a o,13,8~15,Output: a e o o a o a a l a o a,195,181,14
Leticia Aline Paulo Eduardo Luciana Ana Eduardo Daniel Antonia Amanda Mariana Lucas Luis Joao,a e o o a a o l a a a s s o,14,8~15,Output: a e o o a a o o a a a s s,201,186,15
Jose Marcelo Marcia Gabriel Julia Ana Jessica Antonia Antonio,e o a l a a a a o,9,8~15,Output: e o a l a a a a o,188,177,11
Paulo Amanda Luciana Luiz Sandra Vanessa Luis Mariana Antonio Julia Vanessa Francisca Antonio,o a a z a a s a o a a a o,13,8~15,Output: o a a z a a a a a a a,195,182,13
Jose Gabriel Lucas Marcos Leticia Francisca Antonio Vanessa Luis Antonia Marcia Paulo Jessica Francisco,e l s s a a o a s a a o a o,14,8~15,Output: e l s s a a a a a a o a,198,184,14
Fernanda Paulo Juliana Luis Luis Jessica Lucas Pedro Maria Leticia Antonia Maria Francisco Antonio,a o a s s a s o a a a a o o,14,8~15,Output: a o a s s a a s o a a a o,199,184,15
Carlos Luiz Amanda Luciana Luciana Rafael Rafael Marcia Carlos,s z a a a l l a s,9,8~15,Output: s z a a a a a s s a s,191,178,13
Paulo Pedro Fernanda Jessica Marcos Jose Mariana Ana Rafael Eduardo Francisco Sandra Mariana Julia,o o a a s e a a l o o a a a,14,8~15,Output: o o a a a s e o a a a a,196,182,14
Aline Luis Ana Luiz Marcia Amanda Jose Lucas Ana Leticia Camila Luis Antonio,e s a z a a e s a a a s o,13,8~15,Output: e s a z a a a e a a a o,198,184,14
Maria Gabriel Amanda Joao Fernanda Pedro Camila Bruna Daniel Ana Rafael,a l a o a o a a l a l,11,8~15,Output: a l a o o a a a l a,192,180,12
Marcelo Julia Maria Gabriel Pedro Mariana Mariana Luciana Paulo Joao Marcia,o a a l o a a a o o a,11,8~15,Output: o a a l o a a a o o a,195,182,13
Lucas Juliana Jose Jessica Amanda Francisco Julia Joao Gabriel Marcia Gabriel Amanda Maria,s a e a a o a o l a l a a,13,8~15,Output: s a e a a o a o o a a a,195,181,14
Juliana Carlos Fernanda Luciana Joao Luiz Gabriel Mariana Amanda Francisco Ana Aline,a s a a o z l a a o a e,12,8~15,Output: a s a a a o z l a a a a,198,184,14
Mariana Luiz Jose Fernanda Patricia Julia Francisco Eduardo Luis Marcos Rafael Eduardo Ana,a z e a a a o o s s l o a,13,8~15,Output: a z e a a a o o l s l o,195,181,14
Aline Paulo Aline Vanessa Jessica Camila Paulo Jessica Mariana Pedro Luis Adriana Pedro,e o e a a a o a a o s a o,13,8~15,Output: e o e a a a o o a a o,196,183,13
Amanda Fernanda Luciana Pedro Sandra Gabriel Fernanda Jessica Maria Joao Vanessa,a a a o a l a a a o a,11,8~15,Output: a a a o a a a a a,191,180,11
Jose Sandra Eduardo Camila Antonio Francisco Marcia Bruno Luiz Juliana Marcia,e a o a o o a o z a a,11,8~15,Output: e a o a o o a o z a a,194,181,13
Fernanda Jessica Jose Daniel Bruna Amanda Bruna Ana Gabriel Patricia Adriana Jessica Amanda,a a e l a a a a l a a a a,13,8~15,Output: a a e l a a a a a a,194,182,12
Juliana Mariana Francisco Fernanda Aline Francisco Marcos Mariana Maria Julia,a a o a e o s a a a,10,8~15,Output: a a o a a a o s a a,192,180,12
Francisca Juliana Amanda Jessica Marcos Jessica Paulo Leticia Antonia Marcos Patricia Bruno,a a a a s a o a a s a o,12,8~15,Output: a a a a a o o a a a o,195,182,13
Fernanda Camila Sandra Bruno Patricia Lucas Adriana Luiz,a a a o a s a z,8,8~15,Output: a a a o a a s z,187,177,10
Ana Ana Luciana Camila Patricia Luciana Leticia Eduardo Luis Vanessa Antonia,a a a a a a a o s a a,11,8~15,Output: a a a a a a a o s a,194,182,12
Marcelo Francisco Camila Marcia Vanessa Camila Bruno Paulo Mariana Marcelo Joao Marcos Luis,o o a a a a o o a o o s s,13,8~15,Output: o o a a a a a o o o o s,199,185,14
Francisco Carlos Fernanda Joao Luciana Francisco Aline Antonia Jose Francisco,o s a o a o e a e o,10,8~15,Output: o s a o o a a a e,191,180,11
Jose Joao Patricia Camila Joao Luciana Marcia Aline,e o a a o a a e,8,8~15,Output: e o a a a a e,188,179,9
Bruno Antonia Pedro Julia Maria Aline Amanda Mariana Maria Jose Joao Maria Pedro Mariana,o a o a a e a a a e o a o a,14,8~15,Output: o a o a a a a a a o a a a,199,184,15
Rafael Mariana Jose Gabriel Jessica Patricia Daniel Fernanda,l a e l a a l a,8,8~15,Output: l a e l a a a,184,175,9
Eduardo Marcia Gabriel Bruna Luiz Bruna Bruno Aline Daniel Eduardo Bruno Daniel,o a l a z a o e l o o l,12,8~15,Output: o a l a z u o o l,193,182,11
Daniel Vanessa Paulo Luis Aline Luiz Leticia Maria,l a o s e z a a,8,8~15,Output: l a o o s a a a,187,177,10
Daniel Gabriel Daniel Antonio Eduardo Antonio Sandra Juliana Vanessa,l l l o o o a a a,9,8~15,Output: l l l o o a a a,185,175,10
Sandra Pedro Marcia Joao Joao Fernanda Marcia Fernanda,a o a o o a a a,8,8~15,Output: a o a o o a a a,189,179,10
Eduardo Francisca Sandra Fernanda Luiz Eduardo Francisca Marcos Paulo Sandra Aline Marcos Maria,o a a a z o a s o a e s a,13,8~15,Output: o a a a a z o a a a a,196,183,13
Francisca Joao Juliana Antonio Lucas Daniel Camila Camila Juliana Lucas Jessica Gabriel Daniel,a o a o s l a a a s a l l,13,8~15,Output: a o a o s l a a a a a l,198,184,14
Francisco Gabriel Antonia Rafael Marcos Antonia Antonia Amanda Gabriel Lucas Lucas,o l a l s a a a l s s,11,8~15,Output: o l a l s o a a a d l s s,194,179,15
