word,freq
social,14316
comunidad,14309
annie,14309
alan,14301
cero,14296
clark,14280
esperamos,14267
ocupada,14267
muévete,14263
convertido,14248
carl,14235
pieza,14232
estómago,14232
disparó,14228
legal,14219
conseguí,14219
emma,14211
carter,14199
california,14198
rara,14198
estudiantes,14182
reino,14176
alegría,14160
barrio,14134
granja,14132
podéis,14124
esfuerzo,14118
trabajaba,14117
claire,14107
perdóname,14085
tesoro,14073
empleo,14071
compré,14070
cirugía,14066
dejamos,14061
busco,14053
trabajas,14051
clave,14049
aparentemente,14048
bravo,14048
desearía,14033
cerrada,14033
new,14030
chicago,14028
controlar,14027
pregunté,14002
mostrar,13997
piloto,13989
pocas,13989
ayudarle,13979
bolso,13969
llorando,13957
kyle,13935
duerme,13931
dejarme,13923
intentó,13923
respirar,13900
aparece,13899
campaña,13899
amistad,13896
corriente,13892
viven,13891
huesos,13880
invitados,13878
planta,13868
ritmo,13862
respuestas,13857
socio,13831
esperas,13828
caído,13819
motor,13807
mono,13802
llevaron,13798
página,13788
poquito,13774
encontraremos,13745
ruego,13737
dejan,13733
aburrido,13720
paquete,13720
casada,13720
llevarte,13696
ted,13688
combate,13687
útil,13685
castillo,13685
bola,13672
canciones,13653
mataré,13635
muchísimo,13629
asistente,13628
llegaron,13623
correcta,13618
pondré,13618
simon,13612
comido,13610
salgan,13593
empecé,13581
tirar,13579
pasan,13578
cierta,13578
honesto,13577
carro,13558
limpia,13540
volví,13540
confío,13534
venta,13516
huir,13515
apareció,13512
vais,13512
compromiso,13505
gustas,13495
aseguro,13486
ira,13472
promesa,13469
decírselo,13467
cuáles,13461
compras,13458
importancia,13447
lección,13437
hablaré,13437
hacerse,13428
personalmente,13425
roger,13423
luke,13422
bolsillo,13418
enojado,13402
desgracia,13398
artículo,13395
labios,13392
cola,13390
whisky,13374
taza,13358
despues,13357
gary,13354
preguntarte,13348
pelota,13342
caminando,13339
andar,13336
crea,13333
chaqueta,13332
importaría,13331
den,13322
llegará,13320
interesado,13318
atrapado,13310
supiera,13305
matarlo,13299
árboles,13292
obvio,13288
amaba,13281
hablaremos,13273
entrenamiento,13271
pescado,13262
últimas,13253
pobres,13242
dioses,13219
nerviosa,13205
vueltas,13199
encontrarlo,13177
autos,13175
alice,13175
preguntarle,13170
lucy,13170
abrigo,13147
okay,13145
estudiar,13144
sonrisa,13131
cobarde,13126
olvida,13118
secundaria,13102
descubierto,13099
convirtió,13091
coches,13082
venía,13074
josh,13073
charla,13069
vives,13062
bruja,13054
celular,13042
rose,13042
rompió,13041
andando,13028
vean,13023
conseguiste,13020
susan,13018
veinte,13015
encargo,13007
matarte,12999
palacio,12999
convierte,12995
vivos,12990
pasamos,12985
firme,12980
daría,12978
piense,12969
oigo,12962
phil,12951
sorprende,12948
alemanes,12934
milagro,12934
soportar,12931
dejaron,12928
smith,12925
disculpen,12923
moda,12906
despacho,12903
vecinos,12900
vaso,12895
dejarte,12884
explosión,12878
poderes,12877
regla,12875
acaban,12874
copia,12862
siguiendo,12857
viajar,12841
cadena,12821
fábrica,12817
mantiene,12817
meter,12816
contenta,12796
comiendo,12783
educación,12779
maneras,12777
fumar,12776
encantador,12768
cuantos,12760
homicidio,12758
madera,12752
mayores,12750
grado,12744
tratamiento,12734
blancos,12733
lord,12726
anterior,12725
comisario,12723
pizza,12719
millas,12719
tira,12715
cumplir,12684
plata,12672
quedará,12655
quedaré,12655
aléjate,12653
decidir,12652
lío,12650
preguntó,12649
agencia,12648
humanidad,12647
usado,12645
guardias,12635
parada,12633
leyes,12624
funcionó,12616
odia,12611
levanta,12610
mires,12606
respira,12602
escaleras,12595
decisiones,12589
queréis,12578
salvaje,12576
preguntando,12574
pasos,12574
ambulancia,12573
traducción,12568
trabajado,12563
básicamente,12555
tratado,12552
parado,12529
especiales,12527
mentiroso,12526
libres,12515
servicios,12506
pedirle,12491
vivía,12487
medios,12483
compra,12470
conocimiento,12469
armario,12465
lobo,12465
quedamos,12464
ciertamente,12462
permitir,12454
tráfico,12452
uniforme,12444
alemania,12440
suave,12439
propias,12434
balas,12431
asqueroso,12429
ciento,12426
invierno,12425
consigo,12419
encuentre,12408
jenny,12399
conductor,12376
equipos,12375
arena,12373
park,12363
licencia,12360
tíos,12342
jackson,12341
dijera,12333
espejo,12332
marina,12329
matando,12326
seres,12321
fiestas,12320
mover,12320
coincidencia,12318
análisis,12318
llegando,12306
azúcar,12304
tim,12300
casar,12284
sótano,12276
volvamos,12274
sabrá,12265
taylor,12255
ocasión,12248
cheque,12244
revisar,12242
ponerme,12239
suceder,12236
acusado,12235
dímelo,12235
quedé,12220
conciencia,12214
doc,12213
pesadilla,12209
sopa,12206
saltar,12196
heridas,12188
pienses,12167
suicidio,12163
llamarme,12162
posibilidades,12159
elegido,12155
divorcio,12154
registros,12154
recibí,12152
joey,12145
escuchas,12140
mirad,12137
pierde,12133
abogados,12132
trataba,12127
americanos,12122
llevando,12119
miel,12117
regrese,12097
dilo,12094
hermanas,12094
alemán,12091
iría,12088
lady,12086
salí,12083
particular,12079
miras,12075
frontera,12073
ventaja,12062
alerta,12052
piscina,12049
regalos,12047
comportamiento,12040
julia,12040
señales,12038
salimos,12028
revista,12021
hecha,12006
imágenes,12005
llegas,11999
rápida,11991
canal,11988
paciencia,11988
sacado,11985
echo,11980
crisis,11975
asesinos,11973
oíste,11970
dejando,11951
anteriormente,11950
vigilancia,11948
desierto,11945
asustada,11945
cuerda,11944
chuck,11938
seguido,11937
morgan,11906
pene,11902
despierto,11899
gobernador,11882
sección,11882
casarme,11871
trabajos,11862
karen,11860
preparados,11855
murieron,11854
oso,11845
curiosidad,11843
hank,11829
impresión,11825
pez,11819
pasaba,11818
escuchaste,11816
torre,11814
sientas,11813
mentir,11810
pasillo,11809
juega,11807
suéltame,11794
arresto,11791
ricos,11783
sencillo,11782
ruta,11779
documentos,11778
enamorada,11777
apuesta,11760
perdida,11748
vinieron,11737
ayudarnos,11733
presento,11727
hazme,11718
leí,11710
arthur,11706
virus,11704
lárgate,11702
sigan,11701
compró,11699
servir,11696
pongas,11694
alarma,11689
identidad,11688
iguales,11688
aviso,11686
aprendido,11677
caza,11666
daba,11653
muchacha,11647
permanecer,11630
bebés,11630
opciones,11626
responde,11625
vernos,11625
julie,11623
llamaste,11610
ponerse,11604
sacó,11602
orgullo,11596
reales,11594
esperan,11589
vuelves,11587
maggie,11582
serlo,11578
cuantas,11570
enfadado,11566
ponen,11560
altura,11560
jones,11544
archivo,11541
fred,11539
ayudará,11535
fácilmente,11534
criatura,11525
saco,11515
precisamente,11511
máximo,11510
viniendo,11506
vendría,11503
louis,11498
ilegal,11497
refiere,11481
llamamos,11458
versión,11452
incendio,11443
preferiría,11439
gritar,11433
recibió,11430
concierto,11423
casualidad,11421
excusa,11406
rodillas,11388
cruz,11388
dulces,11387
zorra,11386
cómodo,11378
cruel,11371
sofá,11367
perdiste,11363
encantadora,11363
salgamos,11362
sombra,11356
ganó,11351
encantada,11350
firmar,11338
escritorio,11336
muñeca,11336
rastro,11335
gigante,11313
pájaro,11313
ducha,11312
tomamos,11312
déjenme,11307
condición,11302
recompensa,11285
doce,11283
actor,11282
actitud,11272
cuida,11269
salsa,11264
carlos,11255
personaje,11255
dudas,11248
jackie,11247
cambios,11241
votos,11241
vivido,11235
perdimos,11231
suficientes,11230
entrega,11229
comercial,11227
decidí,11223
tribu,11221
pura,11221
volveremos,11220
voto,11220
méxico,11218
amar,11218
poderoso,11215
traigo,11205
asesinatos,11202
fresco,11186
privada,11174
guarda,11159
orgullosa,11158
vivimos,11155
difíciles,11154
hagámoslo,11150
jefa,11141
trató,11140
senador,11138
ayudando,11133
campeón,11130
bebiendo,11121
adorable,11112
ayudó,11111
ciego,11110
falsa,11108
sara,11102
bestia,11100
alteza,11096
deseos,11083
episodio,11073
celda,11058
llevarlo,11043
aguanta,11037
vengas,11036
jueves,11026
montañas,11025
pensamientos,11020
medianoche,11020
llevarme,11015
garganta,11011
sesión,11008
pensaste,11003
diles,10995
muera,10991
coma,10987
sentimos,10984
creas,10984
escribe,10984
identificación,10980
circunstancias,10963
preguntado,10963
veneno,10950
primavera,10950
súper,10943
queríamos,10941
aquello,10940
preocuparse,10940
martes,10940
feo,10939
cristo,10926
francisco,10926
howard,10920
virgen,10917
distrito,10915
decidió,10910
reputación,10910
socorro,10899
encontraré,10894
castigo,10891
dígale,10885
límite,10874
junta,10869
ponerte,10859
casados,10859
líneas,10858
estudios,10852
muévanse,10850
audiencia,10850
helen,10845
nació,10843
mato,10839
jugador,10832
hmm,10831
humo,10828
popular,10825
nación,10821
conocimos,10807
tropas,10804
sucediendo,10803
explicación,10789
salen,10774
discúlpeme,10772
presentar,10770
donna,10768
celebrar,10761
competencia,10759
envía,10750
mantén,10743
verlos,10735
biblioteca,10732
fila,10728
ésto,10720
misterio,10719
ganador,10715
puerto,10711
vehículo,10705
escapó,10701
traeré,10697
julio,10691
lograr,10687
desaparecer,10681
muero,10676
quítate,10669
favorita,10666
patio,10664
golpeó,10660
tontería,10650
miss,10650
pecado,10648
comité,10642
preparada,10640
comprado,10635
parezca,10633
emocionante,10632
caras,10629
rescate,10629
título,10617
llegaste,10616
decírtelo,10615
adivina,10611
elizabeth,10611
pánico,10609
barry,10607
quieran,10607
abby,10606
exterior,10601
pasión,10592
llegan,10579
preparar,10572
guau,10571
patrick,10569
tierras,10558
demostrar,10551
elegante,10551
asegurarme,10545
visitar,10545
asegúrate,10543
darles,10542
cabezas,10541
abra,10537
andrew,10534
dean,10515
ambiente,10514
conde,10512
urgente,10502
impuestos,10494
antonio,10489
distinto,10486
encantan,10476
ron,10475
marcas,10472
ayudarlo,10470
leyendo,10467
adecuado,10466
cajas,10461
abandonar,10460
dispara,10459
buscamos,10457
funcionando,10454
traté,10451
cia,10451
tomen,10448
darnos,10443
intentas,10440
lily,10439
gustado,10433
jamie,10431
luchando,10428
apesta,10427
volando,10418
periódicos,10416
lucas,10415
detenido,10412
curioso,10411
tetas,10395
caro,10393
asco,10385
usó,10382
buscas,10378
amanda,10377
salgo,10371
decirnos,10370
enseñó,10370
rick,10369
mírate,10368
stan,10368
debiste,10365
océano,10358
bolas,10355
nuevamente,10350
damos,10337
pagado,10333
federal,10325
cuán,10324
escalera,10323
acepto,10322
terapia,10316
lágrimas,10312
terreno,10312
autoridad,10309
encuentran,10308
roca,10308
superficie,10301
cubierta,10300
terry,10292
hierba,10284
juan,10283
prometido,10283
crecer,10282
mental,10276
extranjero,10273
madame,10273
prometí,10273
mismas,10272
existen,10267
veas,10262
lento,10257
dirige,10249
capaces,10235
chino,10233
vuelvan,10227
meta,10225
suelta,10216
despedida,10216
sucedido,10207
pasta,10196
cristal,10185
vegas,10180
gritando,10172
pare,10147
peces,10146
brown,10138
guardar,10132
podían,10128
sabían,10128
literalmente,10126
salvó,10122
aprecio,10121
fotografía,10120
patrón,10119
esposas,10113
king,10104
desafío,10099
asombroso,10099
pedazos,10094
robin,10092
sales,10091
clínica,10091
atrapar,10077
experto,10072
medida,10070
tele,10054
desagradable,10052
custodia,10048
nacido,10047
anuncio,10045
física,10040
hollywood,10039
empezado,10038
fiebre,10022
johnson,10019
compañera,10017
ayudarla,10015
desgraciado,10015
organización,10002
